user_id,blitz_rating,win_rate,lose_rate,draw_rate,game_count,rating_deviation
Alexhor76,1936.0,67.0,28.0,4.0,100.0,81.08
para3241,1500.0,52.0,43.0,5.0,100.0,45.52
justantan,2798.0,51.0,43.0,6.0,100.0,46.05
DeepBlue44,2352.0,39.0,53.0,8.0,100.0,45.0
KaiSolter,1710.0,50.0,50.0,0.0,4.0,168.45
ottila2,1439.0,70.0,17.0,11.0,51.0,131.69
renuka8451,1968.0,42.0,51.0,7.0,100.0,45.52
Shahoviy_Komentator,2403.0,52.0,44.0,4.0,100.0,45.02
Pranava2024,2320.0,46.0,49.0,5.0,100.0,46.12
mbaket998,1462.0,40.0,55.0,5.0,100.0,45.05
kirman07,1016.0,10.0,80.0,10.0,10.0,111.06
King_Nilesh,2199.0,62.0,38.0,0.0,100.0,46.79
mereyyy,2173.0,52.0,36.0,12.0,100.0,46.01
zagortenay,2338.0,61.0,35.0,4.0,100.0,45.06
variksolovo,1270.0,56.0,43.0,0.0,100.0,307.44
Yiyi1984,2679.0,53.0,36.0,11.0,100.0,45.06
Narrenschwamm,1455.0,50.0,46.0,4.0,100.0,45.02
Poled337h,1313.0,16.0,72.0,12.0,75.0,149.93
Mathperson64,2485.0,51.0,41.0,8.0,100.0,45.05
santa_144,2201.0,42.0,53.0,5.0,100.0,45.03
Save82,1839.0,56.0,37.0,6.0,100.0,76.1
schock_scacchistico,2355.0,53.0,44.0,3.0,100.0,45.6
Newcomer2023,1327.0,50.0,45.0,5.0,100.0,45.02
edd1987,1411.0,51.0,47.0,2.0,100.0,45.9
alexdurnoff,2342.0,57.0,38.0,4.0,100.0,45.05
Hasankapa,2208.0,53.0,40.0,7.0,100.0,45.38
mikelowonderful,1214.0,55.0,44.0,0.0,81.0,45.66
Ronniemiz1,1406.0,47.0,49.0,4.0,100.0,45.03
reckless_bravery,1701.0,0.0,100.0,0.0,3.0,128.83
lordtrain,1852.0,47.0,48.0,5.0,100.0,242.43
rsv287,2328.0,51.0,46.0,3.0,100.0,45.07
Zgm-GiantKiller,2353.0,48.0,32.0,19.0,93.0,45.32
Lerno1957,2355.0,51.0,43.0,6.0,100.0,46.07
WildWizard,1145.0,39.0,59.0,2.0,100.0,58.63
Ayusya,1261.0,40.0,54.0,6.0,100.0,45.06
eazymentain,1446.0,48.0,52.0,0.0,100.0,45.09
IPlayChessLike16Bit,1190.0,0.0,100.0,0.0,3.0,76.26
Adrenalineni,1317.0,73.0,26.0,0.0,45.0,46.47
drcbturtle,2236.0,45.0,52.0,3.0,100.0,46.44
hoto18,1429.0,51.0,46.0,3.0,100.0,45.11
rjguitar,2195.0,100.0,0.0,0.0,24.0,85.55
atcheck,1989.0,42.0,54.0,4.0,100.0,45.42
j3wd,1330.0,42.0,56.0,2.0,100.0,54.79
VanGross,2452.0,36.0,56.0,7.0,100.0,45.63
fer130596,1364.0,42.0,57.0,0.0,100.0,124.97
prshu,1108.0,59.0,35.0,6.0,100.0,49.6
Kasakud_Matadibe,1694.0,56.0,43.0,0.0,44.0,62.55
Erap21,2291.0,54.0,42.0,4.0,100.0,45.27
Serik92Ospan,953.0,46.0,51.0,3.0,100.0,45.97
Gigante64,2003.0,51.0,47.0,2.0,100.0,45.06
eluminate,1347.0,45.0,49.0,6.0,100.0,45.16
steffkue2,1389.0,51.0,47.0,2.0,100.0,45.03
JevgeniG,2213.0,46.0,45.0,9.0,100.0,45.12
Surucu80,1578.0,51.0,48.0,1.0,100.0,45.03
Kusudaaina030,2427.0,60.0,37.0,3.0,100.0,45.01
eylooo16,668.0,47.0,50.0,3.0,100.0,45.58
PawnEatingZombie,2273.0,53.0,36.0,11.0,100.0,45.04
WiloEbara,1304.0,48.0,46.0,6.0,100.0,45.05
VFOREST,2121.0,60.0,36.0,4.0,100.0,45.29
winx_m,2922.0,72.0,20.0,8.0,100.0,45.03
mertcanbulut,1221.0,50.0,45.0,5.0,100.0,45.76
Arturasda,2001.0,53.0,43.0,4.0,100.0,45.05
FAPC1986,2600.0,53.0,36.0,11.0,100.0,45.01
just4funwhenborred,1032.0,50.0,49.0,1.0,100.0,45.18
atila001,1003.0,0.0,100.0,0.0,3.0,196.09
archi333,1157.0,46.0,54.0,0.0,100.0,45.07
Clubolim,2321.0,51.0,43.0,6.0,100.0,45.01
jtrave7,2333.0,50.0,42.0,8.0,100.0,45.0
kinghandan,1769.0,59.0,39.0,2.0,100.0,92.02
JF_Chess_NL,1333.0,46.0,49.0,5.0,100.0,45.0
Brillant_Sacriffice,2458.0,66.0,33.0,0.0,9.0,46.39
ozencaganege,1260.0,46.0,50.0,4.0,100.0,45.07
ttoorr,2153.0,41.0,54.0,5.0,100.0,45.06
brunoco,1609.0,47.0,46.0,7.0,100.0,45.06
D-k-kl,1806.0,41.0,52.0,5.0,34.0,76.64
Captain_Platypus,1402.0,28.0,52.0,19.0,100.0,53.44
Minocentauro,1569.0,53.0,44.0,3.0,100.0,45.08
MATER66,1288.0,60.0,40.0,0.0,15.0,77.74
chilster,1586.0,45.0,50.0,5.0,100.0,45.52
aristo64,1503.0,46.0,48.0,6.0,100.0,45.0
ans2004,1680.0,42.0,57.0,0.0,21.0,49.93
Tih_2024,1526.0,33.0,66.0,0.0,9.0,75.81
zeittotschlaeger,1554.0,40.0,56.0,3.0,100.0,45.02
tinnulion,1560.0,57.0,40.0,2.0,100.0,45.06
machubby,1558.0,45.0,40.0,15.0,60.0,185.82
Youri_123,1728.0,56.0,39.0,5.0,100.0,45.08
Pro555_P_51-9,1541.0,47.0,45.0,8.0,100.0,45.1
ennuidumb,1616.0,49.0,46.0,5.0,100.0,45.58
abdallah-enan,1540.0,51.0,45.0,4.0,100.0,45.06
Port389,1459.0,44.0,53.0,3.0,100.0,45.03
soulculer,1570.0,44.0,56.0,0.0,100.0,89.12
AVAEF,1566.0,48.0,49.0,3.0,100.0,45.04
kyawswar2000,1881.0,53.0,46.0,1.0,100.0,47.42
jorgedotru,1515.0,44.0,54.0,2.0,100.0,45.02
Gott_ist_tot84,1548.0,47.0,52.0,1.0,100.0,45.01
Rozti,1549.0,51.0,48.0,1.0,100.0,45.26
nikonew,1527.0,45.0,51.0,4.0,100.0,45.0
fatema33333333,1490.0,51.0,44.0,5.0,100.0,45.05
Thorupewe,1517.0,48.0,49.0,3.0,100.0,45.02
dharmendraghimire,1605.0,49.0,49.0,2.0,100.0,45.16
KallaDiplom,1555.0,54.0,44.0,2.0,100.0,45.03
ali_13500510,1476.0,49.0,47.0,4.0,100.0,45.01
feelout,1477.0,54.0,40.0,6.0,100.0,45.04
kristi333,1569.0,36.0,47.0,15.0,57.0,62.04
Petiber,1517.0,55.0,40.0,5.0,100.0,45.0
quatschmal,1446.0,45.0,51.0,4.0,100.0,54.44
FreshFrozenMikel,1602.0,43.0,47.0,10.0,100.0,45.19
Ahiless13,1666.0,60.0,37.0,3.0,100.0,46.16
VishnuMaru87,1561.0,45.0,50.0,5.0,100.0,45.36
rududu1953,1381.0,42.0,50.0,8.0,100.0,45.01
Pavel_Yakushev,1630.0,50.0,47.0,3.0,100.0,45.03
step2002,1586.0,51.0,45.0,4.0,100.0,45.01
karwank,1562.0,56.0,40.0,3.0,100.0,45.04
NgedeOne,1496.0,46.0,51.0,3.0,100.0,45.19
ste89,1466.0,55.0,40.0,5.0,100.0,45.06
Paullulo,1568.0,47.0,50.0,3.0,100.0,45.03
Gasqua,1519.0,45.0,51.0,4.0,100.0,45.09
fuller5057,1489.0,45.0,53.0,2.0,100.0,45.01
danil1248,1537.0,55.0,43.0,2.0,100.0,51.9
Antwrep3,1524.0,64.0,34.0,2.0,100.0,45.0
DnaisDk,1530.0,47.0,46.0,7.0,100.0,45.39
berkuygn,1638.0,55.0,41.0,4.0,100.0,45.02
Desconhecido,1911.0,39.0,49.0,12.0,100.0,45.12
Jucemequi2019,1448.0,41.0,55.0,4.0,100.0,45.02
nnick77,1496.0,49.0,45.0,6.0,100.0,46.3
Bob-saint-clar,1542.0,44.0,54.0,2.0,100.0,45.0
abhi994,1578.0,45.0,48.0,7.0,100.0,52.55
x_dfcs,1613.0,50.0,48.0,2.0,100.0,45.0
wrz980,1150.0,85.0,14.0,0.0,21.0,204.19
Jindollar,1526.0,42.0,56.0,2.0,100.0,45.3
austrolopiteco,1589.0,40.0,57.0,2.0,100.0,45.04
zarbr2,1391.0,41.0,54.0,5.0,100.0,45.0
kemboirodgers01,1286.0,45.0,54.0,1.0,100.0,45.67
nguyendknguyen,1850.0,41.0,58.0,0.0,36.0,47.96
CHESSMOOO,1578.0,54.0,39.0,7.0,100.0,45.0
shotayevs,1593.0,45.0,45.0,10.0,100.0,45.15
JBryll,1534.0,25.0,66.0,8.0,12.0,103.12
Guanvanzy,1429.0,66.0,33.0,0.0,9.0,113.28
eamon999,1626.0,50.0,50.0,0.0,6.0,94.08
Jea13car,1599.0,64.0,35.0,0.0,17.0,85.38
Olga-1966,1615.0,64.0,36.0,0.0,75.0,45.32
Mge1006,1854.0,0.0,100.0,0.0,3.0,60.24
Abdullah90909090,1733.0,72.0,22.0,5.0,54.0,48.2
reinschach,1527.0,48.0,47.0,5.0,100.0,45.1
DevinRaiPrajwal,1659.0,52.0,47.0,0.0,51.0,97.1
Kirli21,1536.0,46.0,51.0,3.0,100.0,45.05
VladimirKo1952,1817.0,0.0,100.0,0.0,3.0,58.5
jcalazans,1601.0,48.0,48.0,4.0,100.0,45.01
Franpuba,1572.0,47.0,50.0,3.0,100.0,45.02
zhadowsnper,1549.0,52.0,47.0,1.0,100.0,45.05
Picardie,1500.0,48.0,49.0,3.0,100.0,45.06
ChessMaster-Samuel,1571.0,46.0,53.0,1.0,100.0,45.0
tinnet,1508.0,47.0,53.0,0.0,100.0,45.27
Nonarov,1446.0,42.0,54.0,4.0,100.0,45.01
CaramelloK,1729.0,42.0,57.0,0.0,63.0,77.94
Aleksandr121258,1640.0,42.0,57.0,0.0,21.0,74.06
Big-Geppy,1608.0,45.0,54.0,1.0,100.0,45.15
Guardfocus,1565.0,55.0,41.0,4.0,100.0,45.28
Anguzek,1501.0,49.0,42.0,9.0,100.0,45.03
Ivannikolakov,1472.0,52.0,45.0,3.0,100.0,45.05
Aidrus1234xxxx,1546.0,56.0,42.0,2.0,100.0,45.09
Parzivallla54,1711.0,0.0,100.0,0.0,9.0,50.64
Matyz,1576.0,43.0,50.0,7.0,100.0,45.05
maltewolle,1635.0,50.0,50.0,0.0,100.0,45.77
HeuryRecoba,1520.0,56.0,39.0,5.0,100.0,45.04
spakin-30,1574.0,46.0,51.0,3.0,100.0,45.02
mbonett23,1612.0,46.0,52.0,2.0,100.0,45.25
Alexsandr-63,1617.0,45.0,50.0,5.0,100.0,45.14
park1bark,1565.0,49.0,48.0,3.0,100.0,45.05
JMI33,1493.0,52.0,46.0,2.0,100.0,45.03
luisalfonsomoreno,1773.0,33.0,66.0,0.0,9.0,103.28
cw06,1607.0,54.0,41.0,5.0,100.0,45.1
Misha_spb,1593.0,80.0,20.0,0.0,15.0,72.59
blukor,1825.0,51.0,48.0,0.0,87.0,69.89
Anna_M25,1594.0,56.0,43.0,1.0,100.0,45.0
Sualk78,1568.0,43.0,52.0,5.0,100.0,45.06
MarcoA67Vlc,1608.0,48.0,50.0,2.0,100.0,45.05
strahisherevol2,1555.0,45.0,48.0,7.0,100.0,45.68
AMadden,1577.0,49.0,49.0,2.0,100.0,45.0
CA73,1776.0,57.0,37.0,5.0,100.0,45.85
biswaspradip,1546.0,43.0,48.0,9.0,100.0,45.11
Bogdiauzer,1826.0,83.0,16.0,0.0,6.0,145.02
saidkiller2009,1559.0,43.0,52.0,5.0,100.0,47.09
Djalal23461,1608.0,51.0,47.0,2.0,100.0,45.28
closty666,1664.0,45.0,49.0,6.0,100.0,66.34
Maxfisch,1553.0,37.0,59.0,4.0,100.0,45.1
Wadim_Ashikhimin,1518.0,47.0,45.0,6.0,46.0,48.42
nikonikoss,1553.0,57.0,42.0,0.0,100.0,45.0
Papa_cyrille,1512.0,50.0,42.0,8.0,100.0,45.0
AndreVilas07,1511.0,53.0,47.0,0.0,100.0,45.01
TeeDee11,1464.0,69.0,30.0,0.0,39.0,60.82
Javierorlandoblanco,1439.0,44.0,50.0,6.0,100.0,45.36
rafalanz,1387.0,39.0,57.0,3.0,100.0,45.55
Nabi30,1567.0,44.0,56.0,0.0,75.0,45.1
tvvenkat,1666.0,54.0,45.0,1.0,100.0,45.1
low_rate,1600.0,42.0,55.0,3.0,100.0,45.08
Gerryriri,1525.0,51.0,49.0,0.0,100.0,45.0
evilmushroom,1669.0,48.0,46.0,6.0,100.0,45.02
sayan108,1602.0,46.0,50.0,4.0,100.0,47.66
Riviera13,1470.0,44.0,49.0,7.0,100.0,45.0
jambert,1608.0,43.0,51.0,6.0,100.0,45.31
Vasylvasyl53,1556.0,50.0,49.0,1.0,100.0,45.0
rezababaee1320,1624.0,62.0,37.0,0.0,24.0,77.61
mohnedzainsudan,1602.0,54.0,45.0,1.0,100.0,45.01
Je_heru,1517.0,47.0,47.0,6.0,100.0,45.0
FritzCucu,1424.0,25.0,75.0,0.0,12.0,53.63
ArniZappa,1565.0,45.0,52.0,3.0,100.0,45.0
Zahid4you,1382.0,30.0,65.0,4.0,23.0,78.81
mafekry,1594.0,51.0,47.0,2.0,100.0,45.49
saqib980,1453.0,50.0,46.0,3.0,90.0,49.1
Filoanalitico,1507.0,43.0,53.0,4.0,100.0,45.02
hokasem,1540.0,44.0,52.0,4.0,100.0,45.07
eddi1996,1579.0,52.0,39.0,9.0,100.0,45.0
Markgamer015,1809.0,61.0,37.0,2.0,100.0,71.12
Franklin719,1588.0,48.0,50.0,2.0,100.0,45.58
shawnjoy0010,1800.0,61.0,38.0,0.0,54.0,57.36
OGanso,1573.0,51.0,46.0,3.0,100.0,45.03
HaykHov1994,1627.0,48.0,51.0,1.0,100.0,45.19
TeddyBall,1650.0,62.0,37.0,0.0,24.0,108.99
elsen585,1783.0,50.0,49.0,1.0,100.0,45.19
guidozli,1584.0,47.0,49.0,4.0,100.0,45.08
Czaki78,1582.0,43.0,56.0,1.0,100.0,45.02
Weizenic,1317.0,53.0,46.0,1.0,100.0,45.0
Hellaseseme,1458.0,53.0,41.0,6.0,100.0,45.08
Mahan9,1615.0,45.0,49.0,6.0,100.0,45.0
Rehim_Balashov,1591.0,54.0,41.0,5.0,100.0,62.49
OPUNGJBSatu,1845.0,47.0,50.0,3.0,100.0,45.81
goga88,1730.0,36.0,60.0,4.0,75.0,45.64
Jokosemarang,1752.0,54.0,40.0,6.0,100.0,45.1
Desotos,1500.0,62.0,37.0,0.0,8.0,121.64
Jadlarsen,1707.0,43.0,56.0,1.0,100.0,45.02
Solaris2,1316.0,37.0,57.0,5.0,100.0,45.02
zucazzu,1588.0,56.0,39.0,5.0,100.0,45.01
NIK_36,1589.0,46.0,47.0,7.0,100.0,45.31
adformtheory,1460.0,51.0,48.0,1.0,100.0,45.0
alpmanbikolb,1585.0,48.0,49.0,3.0,100.0,45.0
DarkWARvs,1493.0,51.0,45.0,4.0,100.0,45.05
ALEX2031,1604.0,46.0,51.0,3.0,100.0,45.08
AJEDREZ_CHIVERT,1534.0,25.0,75.0,0.0,12.0,67.06
Marcel_C,1590.0,47.0,46.0,7.0,100.0,45.09
jclahitte,1547.0,44.0,52.0,4.0,100.0,45.02
pashunea2508,1616.0,62.0,33.0,5.0,100.0,48.32
rotflol99,1503.0,38.0,59.0,3.0,100.0,45.03
Fabianrms,1698.0,41.0,58.0,0.0,36.0,74.69
Stobewu,1562.0,43.0,55.0,2.0,100.0,45.05
F_V,1439.0,42.0,51.0,7.0,100.0,45.03
HamasTribe,1492.0,55.0,33.0,11.0,9.0,123.66
Helio-colfran,1610.0,56.0,40.0,4.0,100.0,45.01
GosmanAli,1675.0,53.0,45.0,2.0,100.0,45.05
leonry,1562.0,46.0,52.0,2.0,100.0,45.58
Xtranu,1377.0,42.0,55.0,3.0,100.0,45.03
Aishichem,1554.0,41.0,59.0,0.0,100.0,45.08
ImbrigliaF,1328.0,47.0,49.0,4.0,100.0,45.05
Ace_Indo,2060.0,52.0,42.0,6.0,100.0,45.07
zivat,1547.0,55.0,39.0,6.0,100.0,45.04
Einstein130,1695.0,52.0,44.0,4.0,100.0,45.02
Pedritoeldrito17,1501.0,45.0,48.0,7.0,100.0,45.03
isbasaran,1693.0,41.0,51.0,8.0,100.0,45.08
Leeroymarume,1474.0,29.0,70.0,0.0,51.0,77.98
kratos42,1592.0,54.0,46.0,0.0,100.0,45.59
NACC_1605,1338.0,44.0,52.0,4.0,100.0,45.78
Fredsch,1591.0,48.0,43.0,9.0,100.0,45.04
RelloPeco,1580.0,51.0,39.0,10.0,100.0,45.08
schiumatto,1506.0,57.0,41.0,1.0,100.0,45.0
drhausner,1541.0,44.0,46.0,10.0,100.0,45.01
eliboston,1500.0,0.0,100.0,0.0,1.0,500.0
sammybeliz,1623.0,46.0,49.0,5.0,100.0,45.02
soalove,1170.0,30.0,69.0,0.0,78.0,45.94
Mafalda_1808,1651.0,38.0,61.0,0.0,18.0,107.33
Ggradisa,1540.0,48.0,46.0,6.0,100.0,45.05
Shapisftw,1614.0,50.0,46.0,4.0,100.0,45.28
alphamike_64,1815.0,33.0,66.0,0.0,9.0,85.06
budi_ccn,1798.0,0.0,100.0,0.0,3.0,83.65
danilafz,1726.0,49.0,51.0,0.0,100.0,45.04
Mortaza61,1452.0,55.0,41.0,4.0,100.0,45.03
hrsgodfather,1574.0,47.0,46.0,7.0,100.0,45.09
goldshep,1605.0,45.0,52.0,3.0,100.0,45.14
fiqche55,1749.0,40.0,54.0,6.0,100.0,45.24
Gutoh-7,1604.0,42.0,52.0,6.0,100.0,45.15
mknyc,1538.0,33.0,63.0,4.0,100.0,47.03
Jaegermeister1,1589.0,43.0,53.0,4.0,100.0,45.03
FibQuant,1583.0,56.0,41.0,3.0,100.0,45.23
jesusmgonzalez1982,1241.0,34.0,63.0,3.0,100.0,45.11
huispei,1495.0,42.0,49.0,9.0,100.0,45.29
vladimir_5,1567.0,37.0,56.0,6.0,48.0,45.02
mylesfrmbklyn,1624.0,56.0,39.0,4.0,100.0,45.01
raleighhart,1909.0,48.0,50.0,2.0,100.0,45.01
SergStone,1578.0,47.0,53.0,0.0,100.0,45.09
Kazem1967,1509.0,40.0,60.0,0.0,5.0,154.94
Harlow0,1477.0,43.0,53.0,3.0,96.0,46.35
Giquitaia,1675.0,37.0,56.0,6.0,100.0,48.47
Leki10,1522.0,51.0,43.0,6.0,100.0,45.28
bula101221,1551.0,50.0,50.0,0.0,12.0,64.68
mielenliikuttelija,1508.0,51.0,48.0,1.0,100.0,45.93
Jaraca,1451.0,52.0,46.0,2.0,100.0,45.0
trik1,1570.0,51.0,44.0,5.0,100.0,45.05
maugli_nn1,1306.0,0.0,100.0,0.0,1.0,291.64
alexanderschevtzov,1669.0,54.0,44.0,2.0,100.0,45.05
Bantiali,1612.0,100.0,0.0,0.0,9.0,80.54
yastrebov88,1521.0,49.0,47.0,4.0,100.0,45.04
Jacobsen2014,1798.0,75.0,25.0,0.0,24.0,66.99
Piyushjaindp,1572.0,46.0,50.0,4.0,100.0,45.04
MatteSte,1578.0,50.0,49.0,1.0,100.0,45.02
SFnZA7,1437.0,37.0,62.0,0.0,27.0,68.84
gustavoirusta,1625.0,48.0,49.0,3.0,100.0,45.07
Mikal-BR,1655.0,46.0,50.0,4.0,100.0,45.23
Teren554,1545.0,40.0,55.0,5.0,100.0,45.0
Chicharito9,1609.0,45.0,52.0,3.0,100.0,45.01
davit-87,1514.0,46.0,53.0,1.0,100.0,45.06
Drmenten_1205,1572.0,41.0,52.0,7.0,100.0,45.29
loshka_varenya,1479.0,55.0,41.0,4.0,100.0,0.0
americanchess1,1584.0,53.0,44.0,3.0,100.0,0.0
VILLENEUVA,1476.0,52.0,46.0,2.0,100.0,45.03
superchango99,1623.0,44.0,53.0,3.0,100.0,45.08
PessoaZ,1544.0,50.0,50.0,0.0,100.0,45.01
sivapl,1400.0,0.0,100.0,0.0,6.0,90.07
Prince69,1562.0,51.0,47.0,2.0,100.0,45.09
cusoch,1545.0,54.0,43.0,3.0,100.0,45.16
Merve1761,1387.0,50.0,45.0,5.0,100.0,45.21
Vishalsingh_221B,1600.0,50.0,46.0,4.0,100.0,45.03
lutch,1396.0,47.0,52.0,1.0,100.0,45.01
handsomevicz,1595.0,53.0,44.0,3.0,100.0,45.18
Cocodomi63,1517.0,48.0,49.0,3.0,100.0,45.0
Mantonio1976,1506.0,47.0,47.0,6.0,100.0,45.01
tiagofs09,1574.0,56.0,44.0,0.0,100.0,45.02
Just_Anything,1467.0,46.0,48.0,6.0,100.0,45.05
Anilkumar217,1567.0,59.0,33.0,8.0,100.0,45.9
bernardohg,1711.0,48.0,51.0,0.0,99.0,45.01
HosseinBakhshi,1524.0,51.0,45.0,4.0,100.0,45.14
ollizinho,1546.0,46.0,49.0,5.0,100.0,45.08
RaoufMatri,1604.0,49.0,48.0,3.0,100.0,45.0
istok17777,1632.0,43.0,50.0,7.0,100.0,45.02
Zohre2,1548.0,43.0,54.0,3.0,100.0,45.22
castirrioja,1575.0,47.0,47.0,6.0,100.0,45.01
Miras4375,1462.0,46.0,52.0,2.0,50.0,74.38
otyola,1762.0,44.0,47.0,9.0,100.0,45.38
Pigeon2009,1754.0,71.0,19.0,9.0,21.0,80.13
atendi10,1474.0,45.0,51.0,4.0,100.0,45.09
E3ssamX,1529.0,46.0,49.0,5.0,100.0,45.17
xwademi,1569.0,47.0,48.0,5.0,100.0,45.78
FlyingRider,1550.0,48.0,49.0,3.0,100.0,45.1
doe_boi2k,1379.0,43.0,55.0,2.0,100.0,46.38
Fritznull,1575.0,47.0,48.0,5.0,100.0,45.04
occhiostanco,1535.0,47.0,53.0,0.0,100.0,45.02
rsleon31,1593.0,44.0,55.0,1.0,100.0,45.0
NaijaCheckMate,1463.0,53.0,44.0,3.0,100.0,45.33
ricardionx,1629.0,47.0,47.0,6.0,100.0,45.16
Bakhytbek,1474.0,50.0,45.0,5.0,100.0,45.59
krivbass1973,1548.0,47.0,49.0,4.0,100.0,45.2
deltoides2,1635.0,25.0,75.0,0.0,12.0,69.86
ALEMINGARDINO,1616.0,47.0,51.0,2.0,100.0,45.0
Avishekh159,1574.0,51.0,49.0,0.0,100.0,45.22
pankajshahi,1519.0,47.0,50.0,3.0,100.0,45.05
J_Rod,1516.0,46.0,50.0,4.0,100.0,45.05
Naavarasu,1556.0,31.0,62.0,6.0,48.0,113.65
Akbar3333,1585.0,46.0,50.0,4.0,100.0,45.09
ranjun,1503.0,42.0,53.0,5.0,100.0,60.56
BriglM,1556.0,47.0,50.0,3.0,100.0,45.82
q2Q3q4Q,1665.0,50.0,48.0,2.0,100.0,46.28
fabrizioxl,1524.0,51.0,48.0,1.0,100.0,45.23
SirAlexTheLion,1601.0,33.0,66.0,0.0,18.0,83.19
Abhijith1839,1524.0,31.0,63.0,5.0,57.0,62.39
anarcha78,1535.0,50.0,49.0,1.0,100.0,45.06
wenfa,1520.0,48.0,50.0,2.0,100.0,45.01
Vorobev33,1555.0,46.0,50.0,4.0,100.0,45.17
YoniTate,1529.0,49.0,48.0,3.0,100.0,45.49
Volkenator,1566.0,50.0,44.0,6.0,100.0,45.03
iKamo54,1528.0,50.0,42.0,8.0,100.0,45.01
Entrafurando,1542.0,50.0,50.0,0.0,100.0,45.02
iAmMarkW,1442.0,47.0,50.0,3.0,100.0,45.1
akash1395,1517.0,47.0,52.0,1.0,100.0,48.55
IGI68,1518.0,49.0,49.0,2.0,100.0,45.0
joe900,1526.0,45.0,46.0,9.0,100.0,45.06
gbniha,1635.0,45.0,52.0,3.0,100.0,45.23
PMw91,1576.0,51.0,45.0,4.0,100.0,45.09
ferK3,1503.0,41.0,56.0,3.0,100.0,45.03
Doublemove,1533.0,45.0,48.0,7.0,100.0,45.0
rohikyle,1544.0,44.0,52.0,4.0,100.0,45.43
Alexsandr45,1626.0,47.0,53.0,0.0,100.0,45.05
Marcello_Be,1582.0,50.0,45.0,5.0,100.0,45.0
Damonstrator63,1541.0,38.0,55.0,7.0,100.0,45.02
payastep135,1615.0,49.0,49.0,2.0,100.0,45.09
CesarAqSa,1571.0,43.0,51.0,6.0,100.0,45.02
mutations,1686.0,56.0,43.0,0.0,96.0,45.04
Rasul_79,1571.0,45.0,54.0,1.0,100.0,45.18
Gangsterrap,1605.0,37.0,62.0,0.0,24.0,71.99
MIkhail41,1586.0,42.0,54.0,4.0,100.0,45.0
rezzaahs,1613.0,52.0,44.0,4.0,100.0,45.78
Chupin123,1530.0,45.0,50.0,5.0,100.0,45.03
sah_13,1604.0,54.0,44.0,2.0,100.0,45.15
JoshDeux,1513.0,52.0,42.0,6.0,100.0,47.18
Anton_Vavilov,1556.0,49.0,49.0,2.0,100.0,49.52
Arthur_Rudolph,1577.0,52.0,44.0,4.0,100.0,45.07
kralj1,1599.0,62.0,36.0,2.0,100.0,45.0
Blancachess,1573.0,38.0,53.0,9.0,100.0,45.1
DRALY,1551.0,53.0,43.0,4.0,100.0,45.18
aalperen,1604.0,52.0,43.0,5.0,100.0,45.0
SeanGallagher,1616.0,49.0,49.0,2.0,100.0,45.11
stipe1980,1558.0,54.0,45.0,1.0,100.0,45.01
Kaspar0ck,1653.0,49.0,50.0,1.0,100.0,45.04
ca3pat,1819.0,62.0,36.0,2.0,100.0,45.05
SiOtoy,1573.0,51.0,43.0,6.0,100.0,45.18
pattymac,1575.0,49.0,48.0,3.0,100.0,45.57
waleed1233,1508.0,50.0,48.0,2.0,100.0,45.02
Alpitooo,1671.0,57.0,39.0,3.0,100.0,69.56
pynyckl,1598.0,54.0,39.0,7.0,100.0,45.06
MyLoNiTe,1627.0,58.0,41.0,0.0,36.0,52.99
Placekk1,1663.0,47.0,43.0,10.0,100.0,45.0
neerajbhasi,1587.0,47.0,45.0,8.0,100.0,45.05
kOKRA,1544.0,47.0,50.0,3.0,100.0,45.03
Ray_kwon,1569.0,55.0,41.0,4.0,100.0,45.0
fadi45207,1448.0,52.0,48.0,0.0,100.0,45.84
wizmo2,1552.0,66.0,33.0,0.0,36.0,45.29
eric2612,1497.0,50.0,44.0,6.0,100.0,45.0
yenerim3455,1574.0,50.0,50.0,0.0,24.0,65.57
Jz36,1591.0,49.0,46.0,5.0,100.0,46.15
andy-bulat,1557.0,40.0,56.0,3.0,100.0,55.1
alejandrodvico,1774.0,66.0,30.0,3.0,90.0,166.8
Johku186,1542.0,45.0,55.0,0.0,100.0,45.17
hatem_zex,1641.0,51.0,43.0,6.0,100.0,45.1
Sivaprasad-R,1724.0,67.0,31.0,2.0,100.0,45.12
Bhavesh_Kumar,1542.0,46.0,51.0,3.0,100.0,48.7
antonio72,1559.0,45.0,52.0,3.0,100.0,45.53
Kooya33,1571.0,60.0,37.0,3.0,100.0,45.1
Rustikus,1545.0,47.0,48.0,5.0,100.0,45.05
cvetcvetit,1553.0,40.0,56.0,4.0,100.0,45.71
Pepe1992v2,1461.0,55.0,42.0,3.0,100.0,45.25
Danny_White,1587.0,47.0,50.0,3.0,100.0,45.82
Thanhdat_11,1605.0,52.0,46.0,2.0,100.0,45.09
jimmythesaint,1589.0,50.0,45.0,5.0,100.0,45.02
DmitryKochmar,1634.0,51.0,38.0,11.0,100.0,45.0
thabisomagetse11,1597.0,36.0,61.0,3.0,100.0,45.98
salem70nory,1580.0,48.0,46.0,6.0,100.0,45.0
kronoszeus,1581.0,48.0,46.0,6.0,100.0,45.02
kerim4263,1440.0,57.0,40.0,2.0,100.0,45.19
Timarkes,1478.0,66.0,33.0,0.0,27.0,147.83
tel0s,1559.0,49.0,46.0,5.0,100.0,45.33
Nikunjchhatbar,1532.0,37.0,50.0,13.0,100.0,45.11
