user_id,win_rate,lose_rate,draw_rate,game_count,blitz_rating,rating_bin,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len
Julioo11,45.0,49.0,6.0,100.0,1291.0,1280-1299,41.935,50.0,8.065,62.0,47.619,49.206,3.175,63.0,B00,A40,C41,D20,0.232,0.554,0.214,0.048,0.613,0.194,317.0
gsululu,55.0,44.0,1.0,100.0,1622.0,1620-1639,47.619,46.032,6.349,63.0,51.613,45.161,3.226,62.0,B22,B10,A46,B02,0.129,0.629,0.242,0.614,0.193,0.175,394.0
vikrantkumarnag,45.0,52.0,3.0,100.0,1652.0,1640-1659,50.82,47.541,1.639,61.0,37.5,59.375,3.125,64.0,C44,C45,B44,C40,0.345,0.491,0.145,0.224,0.627,0.104,556.0
yaseralhmsy,45.0,55.0,0.0,100.0,1509.0,1500-1519,49.206,47.619,3.175,63.0,40.323,56.452,3.226,62.0,B01,C20,A01,B12,0.232,0.571,0.196,0.292,0.231,0.462,609.0
Saidbir83,42.0,51.0,7.0,100.0,1653.0,1640-1659,54.839,41.935,3.226,62.0,38.095,50.794,11.111,63.0,B00,D02,C50,B23,0.19,0.586,0.224,0.224,0.759,0.0,334.0
Hermau,47.0,49.0,4.0,100.0,2037.0,2020-2039,50.82,42.623,6.557,61.0,40.625,56.25,3.125,64.0,A40,C50,C55,C35,0.088,0.702,0.211,0.21,0.516,0.258,387.0
hazard-draxler,43.0,54.0,3.0,100.0,1719.0,1700-1719,46.875,48.438,4.688,64.0,44.262,52.459,3.279,61.0,D02,A40,B73,A00,0.211,0.614,0.158,0.206,0.746,0.048,351.0
Cheens,35.0,64.0,0.0,42.0,2011.0,2000-2019,42.105,56.14,1.754,57.0,41.176,52.941,5.882,68.0,B27,A43,A36,A84,0.231,0.481,0.288,0.25,0.618,0.132,323.0
P00i,46.0,51.0,3.0,100.0,1307.0,1300-1319,50.82,45.902,3.279,61.0,51.562,46.875,1.562,64.0,B01,C50,C42,A06,0.375,0.328,0.25,0.034,0.897,0.052,294.0
Paddlepop19,44.0,54.0,2.0,100.0,1595.0,1580-1599,40.323,56.452,3.226,62.0,42.857,55.556,1.587,63.0,B01,B00,C10,C41,0.519,0.288,0.135,0.143,0.386,0.414,275.0
Zen361,40.0,57.0,2.0,100.0,1279.0,1260-1279,36.667,58.333,5.0,60.0,41.538,55.385,3.077,65.0,B00,A40,A15,B01,0.306,0.245,0.347,0.268,0.352,0.338,409.0
vsablin,46.0,44.0,10.0,100.0,1891.0,1880-1899,50.0,37.5,12.5,64.0,39.344,55.738,4.918,61.0,A20,C00,A23,A14,0.196,0.536,0.268,0.224,0.741,0.034,383.0
Rigpaaa,44.0,52.0,4.0,100.0,1604.0,1600-1619,49.206,47.619,3.175,63.0,43.548,54.839,1.613,62.0,B06,C34,A41,A10,0.345,0.379,0.276,0.359,0.469,0.172,250.0
Dinurisp,0.0,100.0,0.0,6.0,1682.0,1680-1699,53.125,39.062,7.812,64.0,50.82,45.902,3.279,61.0,C42,B01,A16,C46,0.508,0.262,0.169,0.585,0.321,0.038,321.0
roymirza,57.0,41.0,1.0,100.0,1005.0,1000-1019,53.125,45.312,1.562,64.0,44.262,50.82,4.918,61.0,C41,C50,B10,C24,0.295,0.541,0.082,0.167,0.067,0.767,588.0
BWR23,48.0,45.0,7.0,100.0,1855.0,1840-1859,46.032,50.794,3.175,63.0,56.452,40.323,3.226,62.0,C41,B21,B30,A06,0.188,0.438,0.344,0.211,0.649,0.14,244.0
neonbrandy,44.0,52.0,4.0,100.0,1986.0,1980-1999,45.161,50.0,4.839,62.0,60.317,34.921,4.762,63.0,B10,A40,C44,D00,0.167,0.5,0.318,0.151,0.717,0.132,245.0
Yall65,52.0,44.0,4.0,100.0,1436.0,1420-1439,51.613,45.161,3.226,62.0,42.857,53.968,3.175,63.0,D00,C44,D01,B00,0.237,0.475,0.186,0.226,0.613,0.129,335.0
erctal,33.0,66.0,0.0,9.0,1258.0,1240-1259,35.0,60.0,5.0,60.0,36.923,58.462,4.615,65.0,C50,C62,C65,D02,0.222,0.556,0.178,0.149,0.662,0.162,328.0
etwepa,52.0,39.0,9.0,100.0,1912.0,1900-1919,50.0,43.548,6.452,62.0,42.857,53.968,3.175,63.0,D06,A40,D07,C40,0.207,0.5,0.276,0.148,0.607,0.23,407.0
Mohammedalwazzan,0.0,100.0,0.0,9.0,1131.0,1120-1139,25.0,75.0,0.0,4.0,25.0,75.0,0.0,4.0,C44,D00,C44,D00,0.5,0.0,0.5,0.0,0.5,0.333,437.0
ajp_2121,57.0,39.0,3.0,100.0,1664.0,1660-1679,56.667,40.0,3.333,60.0,55.385,44.615,0.0,65.0,D01,A40,E91,E70,0.357,0.414,0.186,0.321,0.34,0.34,348.0
kasinihi06052018,18.0,77.0,5.0,100.0,1142.0,1140-1159,32.203,64.407,3.39,59.0,40.909,59.091,0.0,66.0,nonStandard,D00,A20,A46,0.348,0.435,0.174,0.494,0.013,0.377,282.0
juankasfma,50.0,42.0,8.0,100.0,2122.0,2120-2139,47.619,41.27,11.111,63.0,51.613,40.323,8.065,62.0,B00,B07,C41,A02,0.274,0.468,0.258,0.157,0.373,0.471,276.0
cartergchess,20.0,80.0,0.0,5.0,1154.0,1140-1159,25.0,75.0,0.0,4.0,0.0,100.0,0.0,2.0,C50,D10,B10,C50,0.0,1.0,0.0,0.6,0.4,0.0,162.0
Jason_royyyyyy,50.0,50.0,0.0,36.0,1257.0,1240-1259,16.667,83.333,0.0,6.0,33.333,66.667,0.0,12.0,B01,D00,B01,D00,0.4,0.4,0.2,0.385,0.615,0.0,269.0
tester72,0.0,100.0,0.0,3.0,1500.0,1480-1499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ismaelmartinez,35.0,56.0,9.0,100.0,2167.0,2160-2179,47.541,50.82,1.639,61.0,42.188,54.688,3.125,64.0,B00,A04,B23,B40,0.214,0.357,0.429,0.288,0.273,0.424,305.0
chessbeginner1915,59.0,37.0,4.0,100.0,1496.0,1480-1499,62.903,33.871,3.226,62.0,49.206,49.206,1.587,63.0,C44,C50,A02,C25,0.314,0.586,0.071,0.115,0.192,0.577,394.0
slippper,42.0,54.0,4.0,100.0,943.0,940-959,48.387,50.0,1.613,62.0,39.683,55.556,4.762,63.0,B00,A40,A45,A10,0.436,0.291,0.2,0.303,0.667,0.015,191.0
