user_op,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count
YeyeK,-1,57.0,37.0,5.0,100.0
Alpsoy989,-1,49.0,49.0,2.0,100.0
hayan12,1,40.0,57.0,2.0,100.0
Polygraf,-1,0.0,0.0,0.0,0.0
Flaviojorge,1,53.0,45.0,2.0,100.0
ASalbiev,-1,46.0,39.0,15.0,100.0
Aashishpanwar,1,0.0,0.0,0.0,0.0
SquidBroKwo,-1,0.0,0.0,0.0,0.0
Tiger_Sy,1,0.0,0.0,0.0,0.0
homayoon1355,1,0.0,0.0,0.0,0.0
Lampard2021,0,30.0,61.0,9.0,100.0
gidsver,-1,0.0,0.0,0.0,0.0
SergKrasha,1,0.0,0.0,0.0,0.0
REZA-HZ,1,0.0,100.0,0.0,3.0
Edmon_Arm_2828,-1,46.0,50.0,3.0,96.0
Yonixyz,-1,0.0,0.0,0.0,0.0
ratunda,-1,41.0,58.0,0.0,36.0
Harvie18,0,57.0,40.0,2.0,100.0
Veterok_62,1,51.0,45.0,4.0,100.0
Zachei,1,0.0,100.0,0.0,3.0
chicome777,1,44.0,56.0,0.0,75.0
dfochess,1,0.0,0.0,0.0,0.0
danwet41,1,56.0,43.0,0.0,100.0
MisterKoshka,-1,47.0,47.0,6.0,100.0
lemtom,-1,33.0,66.0,0.0,18.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
luismaxx101,1,52.0,41.0,7.0,100.0
BVB1908,1,0.0,0.0,0.0,0.0
GabrielBurga,-1,40.0,54.0,4.0,66.0
bollopet,-1,44.0,55.0,1.0,100.0
hfjkdsh,-1,55.0,27.0,17.0,87.0
colmor,1,42.0,53.0,5.0,100.0
timetrex,1,66.0,33.0,0.0,9.0
Wilmer9557,1,0.0,100.0,0.0,6.0
panga_256,1,48.0,51.0,1.0,100.0
yashparganiha_9,-1,0.0,0.0,0.0,0.0
JoseLeandro2023,-1,39.0,56.0,4.0,100.0
RomanDemidoff,-1,50.0,50.0,0.0,6.0
Rustam58Kazan,1,42.0,48.0,10.0,100.0
TNC_ThuyDuong2015,1,0.0,0.0,0.0,0.0
dany-dany,-1,47.0,50.0,3.0,100.0
ashewoboi,1,0.0,0.0,0.0,0.0
KAWebber,-1,43.0,56.0,1.0,100.0
radnnymonteiro,-1,58.0,33.0,8.0,72.0
RaspFish,-1,51.0,3.0,46.0,100.0
kallassophobias,-1,60.0,34.0,4.0,69.0
Failure10,1,46.0,51.0,3.0,100.0
megatoein,1,45.0,51.0,4.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
HUSIN_TLG,-1,51.0,46.0,3.0,100.0
legionzzz,-1,0.0,0.0,0.0,0.0
bhalobasardaba29,1,54.0,34.0,12.0,100.0
tri23trim,-1,0.0,0.0,0.0,0.0
david_pangburn,1,0.0,0.0,0.0,0.0
hectorsanchezdiaz,-1,50.0,41.0,9.0,100.0
pelizarov,0,44.0,53.0,3.0,100.0
aerdna2,1,48.0,51.0,1.0,100.0
Habeyo,-1,42.0,47.0,10.0,57.0
stardampa,1,0.0,0.0,0.0,0.0
ivanchopov,0,45.0,44.0,11.0,100.0
niklas_j_b,-1,44.0,55.0,0.0,27.0
Imeturky,1,54.0,42.0,4.0,100.0
otmanexy7,-1,50.0,50.0,0.0,6.0
KualaLumpur1989,1,11.0,89.0,0.0,100.0
AtTheToilet,-1,33.0,66.0,0.0,9.0
macsimc,-1,0.0,0.0,0.0,0.0
Omniknight78,-1,46.0,54.0,0.0,100.0
ermoshin,0,52.0,41.0,7.0,100.0
MTMStefan0306,1,39.0,56.0,4.0,69.0
grx777,1,100.0,0.0,0.0,3.0
palazz,-1,50.0,48.0,2.0,100.0
Harpalsingh24,0,36.0,56.0,8.0,100.0
Mordvin1,-1,21.0,71.0,8.0,100.0
jt45rgv,0,0.0,0.0,0.0,0.0
G4n,-1,0.0,0.0,0.0,0.0
savoie74,-1,41.0,49.0,10.0,100.0
Botulidium,1,0.0,0.0,0.0,0.0
Deni81_Smd,-1,57.0,34.0,8.0,100.0
AndreiVP,1,0.0,100.0,0.0,3.0
AdowbongManacc,-1,77.0,22.0,0.0,27.0
lloydtony,1,50.0,44.0,6.0,100.0
Ahmed10sh,1,44.0,53.0,3.0,100.0
Ciko82,-1,0.0,0.0,0.0,0.0
magallanes_a_secas,1,40.0,60.0,0.0,15.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
chessnuts88,-1,43.0,53.0,4.0,100.0
MatiasM08,-1,45.0,53.0,2.0,100.0
Agranulocitoz,-1,0.0,0.0,0.0,0.0
VLAD339,1,0.0,0.0,0.0,0.0
godloveseveryone,-1,40.0,56.0,3.0,100.0
rocketmanebk,0,41.0,50.0,9.0,100.0
sam_ganado,-1,60.0,30.0,10.0,100.0
iledesein,1,60.0,39.0,1.0,100.0
voyager35,1,60.0,36.0,4.0,100.0
Mohamedhelmy123,1,44.0,50.0,6.0,100.0
youah,-1,39.0,59.0,2.0,100.0
iride,1,49.0,42.0,9.0,100.0
augustopaez,-1,55.0,41.0,4.0,100.0
finnbl,1,16.0,83.0,0.0,18.0
elliliktuborg,1,50.0,46.0,3.0,78.0
sandel2,1,46.0,53.0,1.0,100.0
biggestraff,-1,0.0,0.0,0.0,0.0
Anderprogamer,-1,52.0,47.0,1.0,100.0
SOHNFSNMNF,-1,45.0,52.0,3.0,100.0
maxryu35673467,-1,51.0,44.0,5.0,100.0
SBor79,-1,46.0,50.0,4.0,100.0
chichoroa,1,47.0,46.0,7.0,100.0
Firelink120,-1,33.0,33.0,33.0,9.0
Dibayz,-1,39.0,59.0,2.0,100.0
PashokKotov,-1,61.0,30.0,9.0,100.0
Olya1818,1,0.0,0.0,0.0,0.0
Jubiliosov,-1,67.0,30.0,3.0,100.0
MrRichestPersonEver,-1,46.0,49.0,5.0,100.0
yuncun,-1,50.0,48.0,2.0,100.0
notfrancis123,1,52.0,45.0,3.0,100.0
muronbochek1960,1,45.0,53.0,2.0,100.0
Adamsjima,1,20.0,60.0,20.0,15.0
GiaCosta,0,54.0,42.0,4.0,100.0
UGURERT,1,43.0,54.0,3.0,100.0
Yambe,1,50.0,48.0,2.0,100.0
NarekMkh,-1,45.0,55.0,0.0,100.0
Sasa5659,1,56.0,39.0,5.0,100.0
Gonduras001,1,0.0,0.0,0.0,0.0
WinLervin01,1,0.0,100.0,0.0,6.0
iziss,-1,47.0,53.0,0.0,100.0
Wadaa_alakel,1,53.0,41.0,6.0,100.0
Kuki2011,-1,44.0,37.0,19.0,100.0
chupaachuper,-1,49.0,49.0,2.0,100.0
R0b21,-1,0.0,0.0,0.0,0.0
Joshandkuku,-1,0.0,0.0,0.0,0.0
Jens_Jungmann,-1,0.0,0.0,0.0,0.0
beaver_nak,1,46.0,51.0,3.0,100.0
Chess-Is-Art1,-1,0.0,0.0,0.0,0.0
Vladymyr27,0,0.0,100.0,0.0,6.0
hacamatabi,-1,0.0,0.0,0.0,0.0
RSMG,-1,54.0,29.0,16.0,93.0
Whits72,1,0.0,0.0,0.0,0.0
les-mains-de-masseur,-1,44.0,54.0,2.0,100.0
Hyorei,-1,40.0,60.0,0.0,30.0
ajaydalal1967,1,42.0,48.0,10.0,100.0
jayjaycalub,-1,53.0,46.0,1.0,100.0
Kopza,-1,37.0,63.0,0.0,100.0
Virgiliouno,1,0.0,0.0,0.0,0.0
bobbythekingofchess,-1,42.0,34.0,24.0,100.0
FSavoie,-1,47.0,51.0,2.0,100.0
gravesjl1927,-1,48.0,41.0,11.0,100.0
Zaur_R,-1,59.0,38.0,3.0,100.0
cragglerock,-1,48.0,46.0,6.0,100.0
ETDA_alumnos3,1,23.0,76.0,0.0,78.0
emanupatagonia,1,37.0,63.0,0.0,100.0
zilbando,1,43.0,53.0,4.0,100.0
m225485698,1,47.0,46.0,7.0,100.0
trollbobbi,-1,0.0,0.0,0.0,0.0
ralfhaintserious,-1,12.0,87.0,0.0,24.0
qwerty7272,-1,70.0,30.0,0.0,30.0
Centauro73,-1,51.0,44.0,5.0,100.0
Saif_otta,-1,0.0,0.0,0.0,0.0
weakduckling,1,32.0,62.0,6.0,100.0
Vades963,1,41.0,59.0,0.0,100.0
Hamid41701,-1,46.0,49.0,5.0,100.0
Nevdevv,1,39.0,54.0,6.0,99.0
gaj9001,-1,48.0,50.0,2.0,100.0
Aglaya_chess,1,31.0,63.0,4.0,22.0
alexsyi2022,1,0.0,0.0,0.0,0.0
maebashiblues,1,59.0,37.0,4.0,100.0
MaksimKobelev,-1,40.0,54.0,6.0,100.0
Chiquititovino,0,38.0,50.0,12.0,100.0
jackisbacktoattack,1,53.0,45.0,2.0,100.0
Siirbaz,-1,49.0,49.0,2.0,100.0
Ajaygururaj,1,0.0,100.0,0.0,3.0
Greenknight1,-1,61.0,27.0,12.0,100.0
lieblingspferd,1,33.0,60.0,7.0,100.0
No_signs_of_V,-1,40.0,52.0,8.0,100.0
ilbastonatore,1,45.0,53.0,2.0,100.0
harunoner,1,43.0,52.0,5.0,100.0
Evseenko_Maksim,-1,49.0,46.0,5.0,100.0
JhonAlva22,-1,14.0,85.0,0.0,7.0
seem74,-1,67.0,32.0,1.0,100.0
Sun-Mi,-1,43.0,54.0,3.0,100.0
al-panget,-1,47.0,51.0,2.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Jsssstplayinn,-1,44.0,52.0,4.0,100.0
Marcus82,-1,60.0,34.0,6.0,100.0
Tripaltipo45,-1,30.0,67.0,3.0,100.0
denherman,1,0.0,0.0,0.0,0.0
vishytheplayer,1,0.0,100.0,0.0,3.0
osennatasha,-1,53.0,46.0,0.0,15.0
Ivan-2708,1,12.0,87.0,0.0,24.0
kiriklk,-1,40.0,56.0,3.0,89.0
MasculineKing,-1,45.0,52.0,3.0,100.0
anand888,-1,52.0,44.0,4.0,100.0
Hiruka1234567,-1,49.0,51.0,0.0,100.0
TanmayTayal69,1,50.0,50.0,0.0,6.0
shanks2002,-1,54.0,37.0,9.0,100.0
rajeevnair32,1,52.0,46.0,2.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
The_eater_of_horses,-1,48.0,46.0,6.0,100.0
ApasionadoChess,-1,47.0,39.0,14.0,100.0
jamesmoriarty007,1,74.0,20.0,6.0,100.0
scornet,-1,47.0,46.0,7.0,100.0
Skromnik,1,50.0,50.0,0.0,18.0
lemiresucks,-1,80.0,12.0,8.0,75.0
zzz0536,-1,40.0,52.0,8.0,100.0
jmg16,-1,43.0,50.0,7.0,100.0
arveibesa,-1,21.0,64.0,14.0,42.0
Mandarria-76,1,61.0,33.0,6.0,100.0
maxmont16,-1,0.0,0.0,0.0,0.0
Green96,-1,26.0,72.0,2.0,100.0
Lanc39,-1,51.0,42.0,7.0,100.0
mrsur,-1,54.0,44.0,2.0,100.0
hook99,-1,50.0,46.0,4.0,100.0
m1chael-3,0,0.0,0.0,0.0,0.0
Verbul,-1,52.0,44.0,4.0,100.0
asokaso,1,38.0,56.0,5.0,100.0
SkillPoint,1,42.0,54.0,4.0,100.0
Zaxar2010,1,71.0,25.0,4.0,100.0
ManuelRojasChirino,1,0.0,0.0,0.0,0.0
imogen3232,0,53.0,41.0,6.0,100.0
elfresco,-1,0.0,0.0,0.0,0.0
kmijail,-1,54.0,44.0,2.0,100.0
Manuel-Pedro,-1,100.0,0.0,0.0,6.0
oUdinotte,-1,56.0,38.0,5.0,100.0
MikhailTal1388,-1,55.0,42.0,3.0,100.0
dentist33,-1,50.0,40.0,10.0,100.0
Korgi_huge,1,45.0,49.0,6.0,100.0
giftatupelegowero,1,45.0,53.0,2.0,100.0
AstroRocky,-1,50.0,40.0,9.0,96.0
Ddomination,-1,41.0,52.0,7.0,100.0
Lidana1,-1,45.0,52.0,3.0,100.0
Achim040368,-1,0.0,0.0,0.0,0.0
Bachbach,1,46.0,33.0,20.0,45.0
poorya9675,1,0.0,0.0,0.0,0.0
Vito870,-1,54.0,43.0,3.0,100.0
tester4u,-1,50.0,44.0,6.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Mikhail-X,-1,48.0,51.0,1.0,100.0
Khomich,-1,0.0,0.0,0.0,0.0
Nymzovitch,-1,0.0,0.0,0.0,0.0
dalai84,-1,55.0,44.0,1.0,100.0
NaglyAtakSpawacza,-1,54.0,41.0,4.0,72.0
xA_H_Ax,1,35.0,63.0,2.0,100.0
feras45555,1,41.0,59.0,0.0,100.0
Jithalel,-1,0.0,0.0,0.0,0.0
TOME1953,1,48.0,52.0,0.0,100.0
Sokol_128,1,49.0,39.0,12.0,100.0
AmirEsmaeili,-1,48.0,49.0,3.0,100.0
Projector111,-1,56.0,32.0,12.0,75.0
Kuldeeppca,-1,0.0,100.0,0.0,18.0
CoachWalter,-1,45.0,48.0,7.0,100.0
D4rk_Clemounet_du_95,-1,68.0,31.0,0.0,57.0
Vitalik1214,-1,54.0,36.0,9.0,33.0
Youngwallace,1,55.0,39.0,6.0,100.0
Bangkokdad,-1,63.0,33.0,4.0,100.0
Luandos,-1,45.0,51.0,4.0,100.0
Numbers_Letters,-1,51.0,47.0,2.0,100.0
alienmax,1,54.0,46.0,0.0,100.0
Theophiledeloffre,-1,52.0,48.0,0.0,100.0
kingbishopcullen,1,46.0,51.0,3.0,100.0
VAHIDSEVEN,1,51.0,47.0,2.0,100.0
Bahgarozzo,1,47.0,47.0,6.0,100.0
Michael1979R,1,55.0,39.0,6.0,100.0
matheusjcandido92,-1,55.0,38.0,5.0,54.0
Tayrael,-1,45.0,49.0,6.0,100.0
blind0010592,-1,60.0,36.0,4.0,100.0
pieritozzz,1,0.0,0.0,0.0,0.0
Ali_Leiman,1,44.0,48.0,8.0,100.0
mohamedabdoulazizsec,1,40.0,54.0,6.0,100.0
thesuricate,-1,47.0,47.0,6.0,100.0
KYUPRIYSKI_BORISLAV,1,44.0,41.0,15.0,100.0
Zokid09,1,54.0,45.0,1.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
jaysriram_12,0,38.0,61.0,0.0,18.0
bu4inator85,1,26.0,73.0,0.0,26.0
Izgubljeni,-1,0.0,0.0,0.0,0.0
SuperJewSauce,-1,0.0,0.0,0.0,0.0
Botas85,-1,0.0,0.0,0.0,0.0
rabkaakbar,0,0.0,0.0,0.0,0.0
Color100,1,41.0,53.0,6.0,100.0
Ozgrama,-1,48.0,46.0,6.0,100.0
Ovcharenko_Juriy,-1,53.0,47.0,0.0,100.0
ProfeMarcos,-1,50.0,48.0,2.0,100.0
Schemato,-1,100.0,0.0,0.0,6.0
giacattiensinh,1,28.0,71.0,0.0,7.0
SERGEY7133,-1,46.0,53.0,1.0,100.0
DEREK_RANDOLPH17,-1,48.0,51.0,0.0,93.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Rabbbbak,-1,45.0,48.0,7.0,100.0
Victorwinning,-1,0.0,0.0,0.0,0.0
lamagia007,-1,62.0,34.0,4.0,100.0
Ilia62,1,41.0,50.0,9.0,100.0
TooYoung1234,1,0.0,0.0,0.0,0.0
maia1,1,88.0,11.0,0.0,51.0
bluegamebits,-1,41.0,56.0,3.0,100.0
NakulOP,1,100.0,0.0,0.0,3.0
rezaalii,-1,47.0,48.0,5.0,100.0
snake40,-1,0.0,0.0,0.0,0.0
Jobgevara,-1,40.0,55.0,5.0,100.0
ChanjuChiso,1,0.0,0.0,0.0,0.0
vadimb6,1,46.0,53.0,1.0,100.0
Fischerking10,1,46.0,52.0,2.0,100.0
oguzcakaloz,1,40.0,56.0,4.0,100.0
randyblanco,-1,47.0,49.0,4.0,100.0
afifudinGC,1,43.0,52.0,5.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
mik0z,-1,50.0,48.0,2.0,100.0
Daujotas,1,0.0,0.0,0.0,0.0
Kariele_Avila,1,0.0,0.0,0.0,0.0
nightswatcher2,1,48.0,49.0,3.0,100.0
JethroKnights,1,0.0,0.0,0.0,0.0
elpep,1,50.0,35.0,15.0,100.0
juanapapa,1,0.0,50.0,50.0,6.0
Tachio,-1,0.0,0.0,0.0,0.0
Abdujabbor_4,-1,62.0,33.0,5.0,100.0
Kaygee1,-1,53.0,44.0,3.0,100.0
coldfazla,0,46.0,50.0,4.0,100.0
kmcewen,-1,46.0,50.0,4.0,100.0
RJax18,1,28.0,71.0,0.0,21.0
RomChartres,1,50.0,38.0,12.0,100.0
antoniooliveira2602,1,63.0,36.0,0.0,33.0
KillStoner,1,20.0,80.0,0.0,15.0
ThatGreyPilgrim,1,46.0,46.0,8.0,100.0
greatmelvino,-1,0.0,0.0,0.0,0.0
Mohammad_Anakrh,1,45.0,51.0,4.0,100.0
javid1879,-1,0.0,0.0,0.0,0.0
tebula,1,0.0,0.0,0.0,0.0
semnik,1,49.0,42.0,9.0,100.0
vibhu5,-1,41.0,58.0,0.0,12.0
ARNAVVVVVVVVVVVVVVVV,-1,0.0,0.0,0.0,0.0
simonbraz,-1,30.0,70.0,0.0,100.0
greensnake777,-1,49.0,45.0,6.0,100.0
Callpani,-1,17.0,78.0,3.0,84.0
AlexNt1957,-1,71.0,21.0,7.0,42.0
nettlegrasp,-1,60.0,26.0,13.0,90.0
Geniy228822,-1,46.0,53.0,1.0,100.0
fira147,1,66.0,27.0,5.0,54.0
sashulkin666,-1,0.0,0.0,0.0,0.0
rebekamarton,1,0.0,0.0,0.0,0.0
thedius,-1,44.0,53.0,3.0,100.0
Erikbonito,-1,44.0,54.0,2.0,100.0
wbonna,1,44.0,51.0,5.0,100.0
summer98,-1,53.0,44.0,3.0,100.0
Keyra_la_tenaz,1,49.0,43.0,8.0,100.0
ma08kh08chees,-1,0.0,0.0,0.0,0.0
manuelgramil,-1,43.0,54.0,3.0,100.0
Salimkhan1967,-1,54.0,46.0,0.0,100.0
Kelten-Uli,-1,0.0,0.0,0.0,0.0
Gonechka,-1,47.0,50.0,3.0,100.0
Ras004,-1,46.0,53.0,1.0,100.0
Evgeniy60,1,53.0,43.0,4.0,100.0
schach_direkt,-1,51.0,49.0,0.0,100.0
MohanChandwani,0,0.0,0.0,0.0,0.0
JosiasDiaz,1,40.0,60.0,0.0,30.0
leuferopfer,-1,59.0,41.0,0.0,100.0
tuquedenne,1,46.0,51.0,3.0,100.0
kimboj05,-1,46.0,50.0,4.0,100.0
AlekseyKozlov1974-22,1,50.0,40.0,10.0,100.0
aegyptoc,1,49.0,49.0,2.0,100.0
zeroled,-1,72.0,20.0,8.0,100.0
Jokey1977,1,61.0,36.0,3.0,100.0
bbanguri,1,38.0,59.0,3.0,100.0
fatih78,-1,56.0,41.0,2.0,100.0
tohidtr,1,0.0,0.0,0.0,0.0
Khaled_Elgoahry,1,0.0,0.0,0.0,0.0
lmacdonald5288,-1,39.0,54.0,7.0,100.0
azadpsg,1,41.0,56.0,3.0,100.0
Dr_Sammy,1,55.0,39.0,6.0,100.0
Chesssant,1,51.0,48.0,1.0,100.0
mordieu,-1,43.0,52.0,5.0,100.0
Sergio_Ibaceta,-1,48.0,47.0,5.0,100.0
Nikitin_Konstantin,-1,0.0,0.0,0.0,0.0
pushpendraPatidar08,1,51.0,48.0,1.0,100.0
johnny207,-1,52.0,46.0,2.0,100.0
poul73,1,52.0,48.0,0.0,75.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
jankobradvica1,-1,0.0,0.0,0.0,0.0
Melagrump11,-1,57.0,42.0,0.0,42.0
Morkovnik_3,-1,52.0,43.0,5.0,100.0
meesalashanmukh,1,24.0,67.0,9.0,100.0
nahosk,1,0.0,0.0,0.0,0.0
moeindhp,-1,42.0,56.0,2.0,100.0
ajedrez203,1,34.0,62.0,3.0,96.0
Chess-Ahmed-Libya,1,39.0,56.0,5.0,100.0
House_Of_The_Dragon,1,54.0,46.0,0.0,100.0
Mahdiramezani1331371,-1,0.0,0.0,0.0,0.0
andriyaaron0000,-1,48.0,50.0,2.0,100.0
irazam,-1,45.0,48.0,7.0,100.0
gphoffmeister,-1,52.0,47.0,1.0,100.0
saphephraimt,1,48.0,50.0,2.0,100.0
Lidocainum,0,54.0,45.0,0.0,33.0
pecatur_minang,-1,45.0,54.0,1.0,100.0
suryaraman,-1,32.0,66.0,2.0,100.0
ANARQUISTAX,1,66.0,33.0,0.0,9.0
mmsbr,1,100.0,0.0,0.0,3.0
Izabella-chess,1,0.0,0.0,0.0,0.0
M0sTafa-Zar3,-1,71.0,21.0,7.0,42.0
sammy230,1,50.0,50.0,0.0,100.0
SallehAsah,1,45.0,54.0,1.0,100.0
Borja-no,0,47.0,51.0,2.0,100.0
Danilosomma,-1,35.0,64.0,0.0,42.0
GoatnusNoobsen,1,45.0,46.0,9.0,100.0
pawngoblin6,1,38.0,58.0,3.0,31.0
BlackJamaican,1,0.0,0.0,0.0,0.0
Rectum_erectum,-1,45.0,53.0,2.0,100.0
yashdwivedi4444,1,48.0,50.0,2.0,100.0
Aquila2742,1,39.0,59.0,2.0,100.0
mohamedkabeel,1,0.0,0.0,0.0,0.0
mx175,-1,54.0,41.0,5.0,100.0
Sreplow,-1,54.0,44.0,2.0,100.0
Klim-Leha,1,0.0,0.0,0.0,0.0
fabio_rolim84,-1,53.0,44.0,3.0,100.0
andreypro1509,-1,44.0,50.0,6.0,100.0
divine123,1,0.0,0.0,0.0,0.0
joaotfjesus,-1,48.0,49.0,3.0,100.0
Mfalobidey,-1,49.0,50.0,1.0,100.0
Harun34947,1,48.0,47.0,5.0,100.0
Git_Gut,1,33.0,61.0,4.0,63.0
Arow6930,1,10.0,73.0,15.0,19.0
ivrsrm17,-1,47.0,47.0,6.0,100.0
fmoarefi03,-1,46.0,46.0,6.0,45.0
Faded_Ghost,1,17.0,70.0,11.0,51.0
franckyy74,-1,42.0,49.0,9.0,100.0
godcor,1,63.0,36.0,0.0,33.0
online-teacher,1,42.0,52.0,6.0,100.0
fari7,-1,53.0,40.0,7.0,100.0
onegreypawn,1,48.0,43.0,9.0,100.0
reality32,1,45.0,54.0,1.0,100.0
aniches,-1,51.0,43.0,6.0,100.0
hello_old_bean,-1,48.0,45.0,7.0,100.0
HughJanus,1,48.0,40.0,11.0,77.0
nevalyashk_a,-1,62.0,25.0,12.0,24.0
mfive,-1,46.0,48.0,6.0,100.0
LITIVM,1,17.0,83.0,0.0,100.0
KNelli,-1,71.0,27.0,2.0,100.0
blooferlady,1,46.0,43.0,11.0,100.0
Nik1973December,-1,55.0,43.0,2.0,100.0
inyo-idols,-1,51.0,46.0,3.0,100.0
samaira_nayak,-1,0.0,0.0,0.0,0.0
nnnnuuuusss,1,48.0,40.0,12.0,100.0
wolle_wtal,1,45.0,47.0,8.0,100.0
mohamedess,1,0.0,0.0,0.0,0.0
Ulupo,-1,46.0,48.0,6.0,100.0
gribochek1748,1,35.0,64.0,0.0,14.0
wworst,0,82.0,10.0,8.0,100.0
renatoneves,-1,48.0,43.0,9.0,100.0
SharpenYourAxe,-1,56.0,40.0,4.0,100.0
Lan_Noobie,0,37.0,50.0,12.0,24.0
a_voronin94,1,41.0,47.0,12.0,100.0
ryanorto,1,40.0,56.0,4.0,100.0
TRC2VuThanhBinh2017,1,18.0,81.0,0.0,33.0
kfdm,1,46.0,49.0,5.0,100.0
KatulinDesparv,-1,39.0,55.0,6.0,100.0
berthagductes,1,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Lasker84,-1,51.0,44.0,5.0,100.0
cri390,-1,0.0,0.0,0.0,0.0
MatzeKatze,-1,51.0,44.0,5.0,100.0
coleroolz,-1,49.0,45.0,6.0,100.0
akchauhan8418,-1,50.0,46.0,4.0,100.0
toquetoque_aperturas,1,52.0,40.0,8.0,100.0
Mwanda,1,0.0,0.0,0.0,0.0
fatherofchesss,1,35.0,57.0,7.0,100.0
Gvsgeorge,-1,0.0,0.0,0.0,0.0
Aburvalg59,1,47.0,50.0,3.0,100.0
morteza850,-1,49.0,50.0,1.0,100.0
sikander12,-1,48.0,47.0,5.0,100.0
VivaanKataria6,1,40.0,60.0,0.0,30.0
carloszulueta96,1,0.0,0.0,0.0,0.0
garden_cactus,1,0.0,0.0,0.0,0.0
Juatarto,1,48.0,50.0,2.0,100.0
FCSB,-1,0.0,0.0,0.0,0.0
Zianne_Ily,-1,36.0,54.0,9.0,33.0
NataKazachkova,-1,45.0,50.0,5.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
jcxiaohao,1,18.0,81.0,0.0,33.0
Zbloom,-1,56.0,44.0,0.0,100.0
alioktay,1,43.0,54.0,3.0,100.0
Pepenico,-1,54.0,43.0,3.0,100.0
scott_pilgrim,-1,41.0,50.0,9.0,100.0
Avkom60,1,0.0,0.0,0.0,0.0
spookums,-1,28.0,72.0,0.0,25.0
kennypierre18,1,47.0,50.0,3.0,100.0
halakuc,1,45.0,53.0,2.0,100.0
jb2403,-1,52.0,46.0,2.0,100.0
Falkor1,-1,50.0,40.0,10.0,100.0
HunAtosz,-1,0.0,0.0,0.0,0.0
nanonanosugar,1,55.0,41.0,4.0,100.0
V-Granin,1,57.0,42.0,0.0,57.0
best_wishes2u,0,49.0,45.0,6.0,100.0
proayaangmailcom23,0,42.0,57.0,0.0,84.0
yazon12,-1,10.0,90.0,0.0,20.0
Hanzi_Shah,1,47.0,53.0,0.0,100.0
Kolinizerking,1,0.0,0.0,0.0,0.0
Azamat911,1,41.0,55.0,4.0,100.0
ianblitz2024,1,55.0,42.0,3.0,100.0
LEOMARCO777,1,51.0,42.0,7.0,100.0
JaimePerez,-1,0.0,0.0,0.0,0.0
qwer4321,1,22.0,77.0,0.0,27.0
ka237,-1,0.0,0.0,0.0,0.0
fer1211,-1,0.0,100.0,0.0,6.0
ShubhankarShankara,-1,36.0,59.0,5.0,100.0
hanifzaps,-1,0.0,0.0,0.0,0.0
retlaWkilhaN,1,45.0,48.0,7.0,100.0
Cleviusy,-1,56.0,39.0,5.0,100.0
noobSSSSSSS,-1,0.0,0.0,0.0,0.0
Nesterov1982,1,54.0,43.0,3.0,100.0
Pedro_Chess2021,-1,66.0,30.0,4.0,100.0
Zorrogoza,1,0.0,0.0,0.0,0.0
moh123ed,-1,43.0,55.0,2.0,100.0
Cminortragedy,-1,40.0,59.0,0.0,66.0
NeeKPatwa,-1,0.0,0.0,0.0,0.0
Youleloveit2,-1,55.0,43.0,2.0,100.0
GauloisesRed,1,37.0,45.0,18.0,100.0
PAM1948,-1,42.0,56.0,2.0,100.0
Damon_S,-1,50.0,50.0,0.0,6.0
sanya1007,1,52.0,41.0,7.0,100.0
cadera,1,45.0,54.0,1.0,100.0
Yvonne-26,1,49.0,44.0,7.0,100.0
Pryvit2000,1,37.0,57.0,5.0,100.0
pasosligeros,-1,42.0,53.0,5.0,100.0
leopp77,-1,48.0,46.0,6.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
soulhunterid,-1,56.0,40.0,4.0,100.0
MZ112,-1,60.0,40.0,0.0,15.0
Gluhorse,1,47.0,52.0,0.0,63.0
Silviobg,-1,53.0,39.0,8.0,100.0
arbuzin79,-1,52.0,44.0,4.0,100.0
edyoo7,-1,40.0,56.0,3.0,100.0
Vikramvetal,-1,0.0,0.0,0.0,0.0
Alexang,-1,48.0,48.0,4.0,100.0
TheArtOfRalphLauren,-1,50.0,48.0,2.0,100.0
Jotiar,-1,49.0,49.0,2.0,100.0
ICryArk,1,43.0,52.0,4.0,23.0
DanHarner,-1,0.0,0.0,0.0,0.0
Xela58,-1,0.0,0.0,0.0,0.0
alexhedb,-1,50.0,42.0,8.0,100.0
Tigar9999,1,53.0,46.0,1.0,100.0
