user_op,op_win_streak_current,op_win_streak_max,op_loss_streak_current,op_loss_streak_max
moslem70,0.0,12.0,1.0,12.0
imlingangtet,4.0,11.0,0.0,12.0
TS928,1.0,7.0,0.0,5.0
SergeyMin,2.0,11.0,0.0,8.0
peterlaj,3.0,15.0,0.0,15.0
defendukio,0.0,10.0,2.0,7.0
groundsquirrel,0.0,8.0,3.0,8.0
rey_leocario05,1.0,10.0,0.0,10.0
Kichiduoduma,0.0,10.0,5.0,15.0
queengaga212,0.0,14.0,6.0,7.0
poesy,1.0,7.0,0.0,10.0
ilcheetah,1.0,10.0,0.0,9.0
L8Sekano,0.0,13.0,3.0,8.0
Almalwany,1.0,15.0,0.0,13.0
vfbfan,0.0,14.0,3.0,10.0
rampinush,0.0,9.0,2.0,12.0
Minocentauro,2.0,11.0,0.0,16.0
PstDK,0.0,7.0,3.0,11.0
Cristoesvida,0.0,16.0,1.0,13.0
mielenliikuttelija,1.0,9.0,0.0,14.0
MimsTheChemist,2.0,7.0,0.0,11.0
AllegroVolpe,1.0,12.0,0.0,10.0
castling_freak,1.0,15.0,0.0,11.0
yastrebov88,0.0,7.0,1.0,10.0
Chertokot,2.0,10.0,0.0,12.0
kurohige98,0.0,12.0,2.0,12.0
Rgr3wal,0.0,14.0,3.0,12.0
k_mat,0.0,6.0,1.0,2.0
dav43556786565,1.0,10.0,0.0,7.0
MatejM89,1.0,16.0,0.0,11.0
Foong1818,1.0,12.0,0.0,10.0
MrDocStrange,0.0,13.0,2.0,15.0
PracticingBlitz,0.0,6.0,1.0,9.0
robertmm,2.0,11.0,0.0,13.0
Caperucin,0.0,0.0,0.0,0.0
laverdure,0.0,17.0,3.0,15.0
veaceslavraru,1.0,12.0,0.0,11.0
DmitryAndreev,0.0,13.0,2.0,9.0
Wepty,0.0,7.0,0.0,7.0
Massunaga,1.0,11.0,0.0,13.0
wowa04,1.0,11.0,0.0,12.0
prostoruss,0.0,10.0,6.0,8.0
arafar,2.0,8.0,0.0,9.0
PatrickH,0.0,11.0,1.0,12.0
kbvanker,6.0,11.0,0.0,28.0
nikk3854,0.0,14.0,1.0,14.0
jcdcando,1.0,10.0,0.0,11.0
abosaeeds,2.0,11.0,0.0,13.0
KingEnas,1.0,10.0,0.0,8.0
HASTI_2151389,0.0,4.0,1.0,9.0
PirAkamel,2.0,6.0,0.0,8.0
Kajman9,0.0,6.0,1.0,3.0
BigLew69,0.0,7.0,2.0,11.0
tobings,0.0,10.0,3.0,11.0
HaroldvanVredeburg,3.0,10.0,0.0,11.0
MMaAxXxXx17,1.0,21.0,0.0,19.0
Hugoca30_46,0.0,13.0,1.0,12.0
TomasMat,1.0,11.0,0.0,9.0
Psychess1,1.0,7.0,0.0,8.0
Raafatghareeb,0.0,9.0,2.0,14.0
Antti0982,0.0,10.0,3.0,8.0
hirosiroser,0.0,29.0,0.0,8.0
King-Henk,2.0,11.0,0.0,13.0
Stevo180,0.0,13.0,0.0,8.0
sic30,0.0,7.0,1.0,7.0
anzorik,0.0,8.0,0.0,10.0
MyLoNiTe,0.0,9.0,1.0,14.0
SoulReaver87,0.0,10.0,1.0,11.0
mynamesSerg,2.0,3.0,0.0,4.0
SergioLeon,0.0,11.0,2.0,11.0
shpnt,0.0,11.0,1.0,13.0
Samirhelal66,2.0,12.0,0.0,22.0
vovve,1.0,20.0,0.0,8.0
snkr2010,1.0,15.0,0.0,12.0
FadAV,0.0,9.0,1.0,13.0
Bezpeka77,0.0,11.0,2.0,12.0
yasari1962,0.0,16.0,1.0,13.0
arias69,1.0,13.0,0.0,13.0
ElhajHassan83,2.0,12.0,0.0,11.0
keepitpushing,1.0,19.0,0.0,8.0
thenautilus,1.0,8.0,0.0,11.0
vladimirknezevic,0.0,9.0,2.0,11.0
RhaF,0.0,12.0,1.0,16.0
mennon,2.0,11.0,0.0,8.0
osmandurguti,1.0,11.0,0.0,13.0
Fredsch,1.0,10.0,0.0,9.0
Soft_keys12,2.0,13.0,0.0,9.0
martinstan,0.0,7.0,0.0,10.0
Perleravel,0.0,11.0,2.0,14.0
xkmato,0.0,17.0,3.0,12.0
armen6710,0.0,10.0,3.0,14.0
HaaWaaR,0.0,0.0,1.0,1.0
AlexeyMaeR,0.0,3.0,6.0,6.0
OdelOllivares,0.0,4.0,1.0,5.0
Aliiiiiiibi,0.0,7.0,2.0,7.0
lichstars,0.0,10.0,2.0,10.0
hermangidio,1.0,11.0,0.0,12.0
GreatElephant,0.0,7.0,2.0,11.0
juliakarate,1.0,8.0,0.0,7.0
TexasToast,0.0,15.0,4.0,13.0
Solaris2,0.0,9.0,1.0,15.0
Gchess88,2.0,11.0,0.0,12.0
Karopan,4.0,12.0,0.0,16.0
josefpieper,1.0,14.0,0.0,13.0
Hoister,0.0,11.0,2.0,2.0
Asketon,0.0,6.0,2.0,13.0
Aaaddfghhhgd,0.0,10.0,1.0,13.0
Shedar10,1.0,11.0,0.0,11.0
Tadeo209,0.0,12.0,2.0,12.0
wolfi123,0.0,14.0,1.0,17.0
Demid907,0.0,7.0,1.0,8.0
levoniuks,1.0,13.0,0.0,10.0
YaSsin122,0.0,14.0,1.0,10.0
papen83,1.0,1.0,0.0,0.0
K1r11,0.0,9.0,2.0,9.0
Arion17,0.0,11.0,1.0,9.0
atoris43,0.0,13.0,2.0,11.0
domcaramujo,0.0,12.0,1.0,17.0
flogui,1.0,9.0,0.0,9.0
Lexavrn,6.0,13.0,0.0,19.0
Symaju,2.0,2.0,0.0,2.0
OfficialTC1,0.0,14.0,1.0,15.0
Naivart999,2.0,12.0,0.0,10.0
kingbzh,0.0,1.0,1.0,2.0
Mr_Ed1973,1.0,13.0,0.0,16.0
CajunChess311,1.0,3.0,0.0,3.0
SFnZA7,0.0,4.0,4.0,5.0
thevarathoma,2.0,13.0,0.0,15.0
TatianaD,4.0,13.0,0.0,24.0
arielmdelossantos,0.0,12.0,1.0,14.0
XPANITEL,0.0,9.0,0.0,9.0
affable,0.0,8.0,2.0,8.0
timbilt,0.0,11.0,2.0,10.0
patpat123,2.0,13.0,0.0,11.0
veaceslavraru,1.0,12.0,0.0,11.0
tommyp709,3.0,9.0,0.0,14.0
nerceiram,1.0,14.0,0.0,12.0
carabasin_markiisi,0.0,9.0,3.0,8.0
atablanca,3.0,8.0,0.0,9.0
sh1ne4u,2.0,9.0,0.0,10.0
DrKalpeshShah,0.0,0.0,0.0,0.0
Xercus,1.0,9.0,0.0,8.0
v123cro,4.0,9.0,0.0,11.0
Ananoliy_228,1.0,12.0,0.0,8.0
TheDevilsDaddy,3.0,11.0,0.0,10.0
ESAND,4.0,12.0,0.0,10.0
HelRafka,0.0,13.0,0.0,8.0
amhaari,0.0,11.0,3.0,9.0
SuvidhaPatekar,0.0,27.0,1.0,12.0
Jobbime,0.0,9.0,1.0,9.0
N6289,0.0,11.0,2.0,10.0
Glm66,0.0,13.0,4.0,16.0
root64,0.0,11.0,1.0,11.0
nupeldam,0.0,7.0,1.0,8.0
Zarilaididd,0.0,8.0,1.0,7.0
mobinil,1.0,12.0,0.0,14.0
quinncurren,3.0,9.0,0.0,11.0
,0.0,0.0,0.0,0.0
Gr65,1.0,11.0,0.0,13.0
romel_cedeno-5504,0.0,12.0,1.0,13.0
IrlCalvadores_NSamar,2.0,11.0,0.0,13.0
papaP999,1.0,9.0,0.0,6.0
PeterzP,1.0,6.0,0.0,7.0
GosmanAli,0.0,15.0,3.0,12.0
AlexanderBThorndyke,7.0,11.0,0.0,14.0
serchminotauros179,0.0,10.0,1.0,8.0
Vunguyen94,2.0,10.0,0.0,8.0
schiumatto,0.0,12.0,1.0,18.0
Sk6,0.0,10.0,1.0,8.0
Cabeto1978,0.0,13.0,1.0,12.0
timinik,0.0,7.0,1.0,7.0
QuePicudo,0.0,12.0,1.0,13.0
Harlamov,0.0,11.0,3.0,9.0
cienki_bolek,0.0,10.0,3.0,13.0
zapad33,0.0,7.0,1.0,3.0
OsVaLdOmUiAnGa,0.0,7.0,1.0,7.0
renemedel,2.0,11.0,0.0,11.0
