user_id,user_win_rate,user_lose_rate,user_draw_rate,user_game_count,user_blitz_rating,user_rating_bin,user_white_win_rate,user_white_lose_rate,user_white_draw_rate,user_white_game_count,user_black_win_rate,user_black_lose_rate,user_black_draw_rate,user_black_game_count,user_top_eco,user_second_eco,user_top_winrate_eco,user_second_winrate_eco,user_mate_winrate,user_resign_winrate,user_time_winrate,user_mate_lossrate,user_resign_lossrate,user_time_lossrate,user_average_game_len,user_rating_deviation,user_blitz_total_games,user_best_win_1,user_best_win_2,user_best_win_3,user_op,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_blitz_rating,op_white_win_rate,op_white_lose_rate,op_white_draw_rate,op_white_game_count,op_black_win_rate,op_black_lose_rate,op_black_draw_rate,op_black_game_count,op_top_eco,op_second_eco,op_top_winrate_eco,op_second_winrate_eco,op_mate_winrate,op_resign_winrate,op_time_winrate,op_mate_lossrate,op_resign_lossrate,op_time_lossrate,op_average_game_len,op_user_rating_deviation,op_blitz_total_games,op_best_win_1,op_best_win_2,op_best_win_3,game_result,is_blitz
kylekir818,46.0,53.0,1.0,100.0,1073.0,1060-1079,48.387,50.0,1.613,62.0,57.143,42.857,0.0,63.0,C50,B00,C56,C55,0.576,0.318,0.076,0.138,0.724,0.0,141.0,45.04,9717.0,1378.0,1362.0,1357.0,Julien1981,48.0,42.0,10.0,100.0,1147.0,58.73,34.921,6.349,63.0,35.484,58.065,6.452,62.0,C20,C41,B02,B10,0.186,0.458,0.305,0.707,0.034,0.241,270.0,45.11,2347.0,1241.0,1230.0,1216.0,1,1
kylekir818,46.0,53.0,1.0,100.0,1073.0,1060-1079,48.387,50.0,1.613,62.0,57.143,42.857,0.0,63.0,C50,B00,C56,C55,0.576,0.318,0.076,0.138,0.724,0.0,141.0,45.04,9717.0,1378.0,1362.0,1357.0,Julien1981,48.0,42.0,10.0,100.0,1147.0,58.73,34.921,6.349,63.0,35.484,58.065,6.452,62.0,C20,C41,B02,B10,0.186,0.458,0.305,0.707,0.034,0.241,270.0,45.11,2347.0,1241.0,1230.0,1216.0,-1,1
PetKavGR,45.0,49.0,6.0,100.0,1999.0,1980-1999,46.875,51.562,1.562,64.0,50.82,44.262,4.918,61.0,B01,C30,C35,B32,0.164,0.475,0.328,0.6,0.017,0.367,270.0,45.01,17785.0,2688.0,2435.0,2405.0,bubbeltje,55.0,42.0,3.0,100.0,2120.0,63.934,34.426,1.639,61.0,45.312,51.562,3.125,64.0,A40,D02,D15,C23,0.206,0.456,0.338,0.111,0.833,0.056,244.0,45.14,2143.0,2237.0,2209.0,2204.0,-1,1
stevematyus,47.0,39.0,14.0,100.0,1696.0,1680-1699,51.667,41.667,6.667,60.0,52.308,36.923,10.769,65.0,A40,C42,C49,E51,0.292,0.462,0.246,0.367,0.449,0.163,244.0,55.76,4115.0,1924.0,1871.0,1778.0,lalamoves54,42.0,52.0,6.0,100.0,1706.0,42.188,56.25,1.562,64.0,50.82,44.262,4.918,61.0,B00,B01,E32,C47,0.31,0.414,0.259,0.397,0.222,0.365,283.0,45.2,9397.0,1866.0,1862.0,1858.0,1,1
Baktijr-0719,44.0,52.0,4.0,100.0,1884.0,1880-1899,50.0,43.548,6.452,62.0,42.857,52.381,4.762,63.0,C41,C20,B07,D31,0.207,0.569,0.207,0.317,0.383,0.3,268.0,45.39,7046.0,2412.0,2329.0,2298.0,gulaya,48.0,48.0,4.0,100.0,1909.0,45.161,45.161,9.677,62.0,50.794,47.619,1.587,63.0,B01,B23,A01,A00,0.183,0.467,0.333,0.224,0.362,0.414,289.0,45.17,16923.0,2422.0,2417.0,2408.0,1,1
arashrasi94,52.0,46.0,2.0,100.0,1763.0,1760-1779,39.683,55.556,4.762,63.0,38.71,59.677,1.613,62.0,C20,C00,A09,B07,0.204,0.673,0.102,0.222,0.722,0.056,332.0,45.12,5911.0,2054.0,2050.0,2038.0,stalemated_af,43.0,54.0,3.0,100.0,1714.0,50.0,45.312,4.688,64.0,40.984,54.098,4.918,61.0,D02,C00,D21,A40,0.193,0.561,0.228,0.065,0.452,0.435,379.0,47.03,3244.0,1979.0,1978.0,1971.0,-1,1
Lochinbek20030524,48.0,51.0,1.0,100.0,1643.0,1640-1659,44.776,55.224,0.0,67.0,43.103,51.724,5.172,58.0,C22,C41,D50,B04,0.291,0.564,0.091,0.045,0.866,0.075,216.0,45.4,1883.0,2244.0,2182.0,2147.0,exmuslimsahil,51.0,48.0,1.0,100.0,1801.0,53.968,44.444,1.587,63.0,59.677,40.323,0.0,62.0,nonStandard,C23,C22,A01,0.183,0.451,0.352,0.075,0.642,0.208,241.0,45.27,345.0,2135.0,2121.0,2120.0,-1,1
Bedezebsky,45.0,52.0,3.0,100.0,1993.0,1980-1999,58.73,39.683,1.587,63.0,43.548,46.774,9.677,62.0,B30,D00,B00,B50,0.25,0.484,0.266,0.056,0.111,0.833,301.0,45.04,15624.0,2492.0,2458.0,2450.0,Sino07,34.0,57.0,8.0,100.0,1983.0,46.032,49.206,4.762,63.0,29.032,61.29,9.677,62.0,A40,B46,A56,D35,0.085,0.447,0.447,0.246,0.464,0.29,297.0,45.09,2514.0,2278.0,2168.0,2160.0,1,1
Rcol71,52.0,44.0,4.0,100.0,1888.0,1880-1899,46.032,50.794,3.175,63.0,56.452,41.935,1.613,62.0,B10,B21,D78,A10,0.109,0.641,0.219,0.086,0.707,0.19,367.0,45.71,2311.0,2161.0,2127.0,2105.0,Pecas2412,49.0,47.0,4.0,100.0,1859.0,41.935,56.452,1.613,62.0,52.381,44.444,3.175,63.0,C50,D06,A03,C42,0.288,0.424,0.271,0.19,0.587,0.222,416.0,45.03,6848.0,2061.0,2058.0,2052.0,1,1
Sahebuddin,50.0,47.0,3.0,100.0,1749.0,1740-1759,43.548,56.452,0.0,62.0,42.857,52.381,4.762,63.0,B20,C40,D05,A10,0.093,0.574,0.296,0.794,0.059,0.118,324.0,45.07,9796.0,2487.0,2303.0,2297.0,mateus1313,48.0,42.0,10.0,100.0,1711.0,52.381,41.27,6.349,63.0,51.613,41.935,6.452,62.0,B01,D00,C45,C42,0.154,0.477,0.323,0.173,0.538,0.25,275.0,45.05,2634.0,1960.0,1922.0,1897.0,-1,1
Mr83Pink,45.0,51.0,4.0,100.0,1604.0,1600-1619,53.968,42.857,3.175,63.0,53.226,40.323,6.452,62.0,C50,B01,D30,C64,0.373,0.418,0.194,0.288,0.538,0.173,241.0,45.09,12797.0,2190.0,1916.0,1785.0,OmerF06B,44.0,51.0,5.0,100.0,1540.0,42.623,55.738,1.639,61.0,53.125,37.5,9.375,64.0,B01,B00,C50,C71,0.5,0.35,0.133,0.241,0.517,0.241,231.0,45.35,1849.0,2228.0,2156.0,1956.0,1,1
Alberto_Suarez,46.0,48.0,6.0,100.0,1757.0,1740-1759,41.935,54.839,3.226,62.0,46.032,47.619,6.349,63.0,B06,B08,B27,E91,0.164,0.655,0.164,0.266,0.609,0.109,351.0,45.64,6735.0,2452.0,2354.0,2319.0,herca2,50.0,48.0,2.0,100.0,1915.0,44.444,47.619,7.937,63.0,48.387,48.387,3.226,62.0,B01,D00,D43,A43,0.103,0.603,0.293,0.15,0.783,0.067,341.0,45.04,19236.0,2408.0,2158.0,2157.0,-1,1
lcardenas77,49.0,45.0,6.0,100.0,1920.0,1900-1919,51.613,38.71,9.677,62.0,53.968,42.857,3.175,63.0,B28,A40,B23,C02,0.167,0.47,0.318,0.039,0.725,0.235,252.0,47.19,1330.0,2146.0,2073.0,2059.0,Lues,54.0,46.0,0.0,100.0,1901.0,54.839,43.548,1.613,62.0,47.619,47.619,4.762,63.0,A04,B00,B40,A41,0.219,0.469,0.312,0.211,0.737,0.053,238.0,45.0,62309.0,2341.0,2299.0,2298.0,1,1
clotho29,48.0,49.0,3.0,100.0,1285.0,1280-1299,50.0,50.0,0.0,62.0,58.73,39.683,1.587,63.0,A00,B00,A01,B00,0.191,0.353,0.412,0.464,0.071,0.446,266.0,45.03,10252.0,1867.0,1860.0,1851.0,izinho_foz,56.0,41.0,2.0,100.0,1400.0,55.556,42.857,1.587,63.0,58.065,40.323,1.613,62.0,A00,B00,C21,B30,0.38,0.324,0.254,0.327,0.288,0.385,262.0,48.04,1026.0,1610.0,1594.0,1572.0,-1,1
Mulolli123,45.0,52.0,3.0,100.0,2058.0,2040-2059,51.613,40.323,8.065,62.0,46.032,47.619,6.349,63.0,C00,C30,C11,C44,0.18,0.607,0.213,0.2,0.618,0.091,400.0,45.06,18520.0,2478.0,2464.0,2435.0,Hesh2027,47.0,47.0,6.0,100.0,2029.0,44.444,49.206,6.349,63.0,54.839,38.71,6.452,62.0,C50,C00,B01,B40,0.113,0.581,0.306,0.109,0.618,0.182,392.0,45.16,1797.0,2244.0,2223.0,2203.0,-1,1
donsegundosombras,48.0,49.0,3.0,100.0,1200.0,1180-1199,50.82,47.541,1.639,61.0,43.75,53.125,3.125,64.0,D00,A40,A01,C24,0.288,0.305,0.39,0.127,0.635,0.222,263.0,48.49,10515.0,2108.0,1767.0,1642.0,kawakawecki,50.0,47.0,3.0,100.0,1275.0,44.444,53.968,1.587,63.0,51.613,45.161,3.226,62.0,C34,C30,C56,C23,0.4,0.317,0.217,0.306,0.548,0.145,208.0,45.79,736.0,1590.0,1542.0,1524.0,-1,1
SachinSathe,50.0,50.0,0.0,100.0,1371.0,1360-1379,53.333,46.667,0.0,60.0,47.692,52.308,0.0,65.0,C50,D06,C64,C48,0.333,0.492,0.175,0.145,0.323,0.5,559.0,52.92,877.0,1579.0,1572.0,1558.0,vikramditya8,50.0,41.0,9.0,100.0,1378.0,49.254,41.791,8.955,67.0,48.276,46.552,5.172,58.0,C44,C00,D35,D21,0.197,0.525,0.213,0.2,0.764,0.036,523.0,45.25,710.0,1531.0,1483.0,1482.0,-1,1
ALirEZAFegHhi,48.0,48.0,4.0,100.0,1858.0,1840-1859,53.333,45.0,1.667,60.0,41.538,53.846,4.615,65.0,D00,B10,C01,C20,0.271,0.458,0.237,0.113,0.774,0.097,234.0,45.13,6649.0,2163.0,2123.0,2103.0,hamzaim,60.0,35.0,5.0,100.0,1865.0,56.452,41.935,1.613,62.0,49.206,47.619,3.175,63.0,A01,B06,B21,B27,0.242,0.409,0.318,0.196,0.286,0.518,286.0,45.14,7748.0,2280.0,2210.0,2135.0,-1,1
Ulugbek585,56.0,38.0,5.0,100.0,1293.0,1280-1299,54.839,41.935,3.226,62.0,50.794,49.206,0.0,63.0,B30,B21,A17,C67,0.258,0.545,0.152,0.351,0.298,0.316,318.0,45.16,2845.0,1868.0,1468.0,1435.0,ChessISFUSZ,47.0,43.0,8.0,69.0,1207.0,47.917,47.917,4.167,48.0,52.083,37.5,10.417,48.0,C42,C50,B01,D06,0.312,0.375,0.292,0.707,0.024,0.268,390.0,45.19,98.0,1369.0,1293.0,1278.0,-1,1
Den_yug,47.0,50.0,3.0,100.0,1659.0,1640-1659,49.206,49.206,1.587,63.0,46.774,51.613,1.613,62.0,A00,B00,A04,A15,0.3,0.5,0.167,0.079,0.81,0.111,223.0,45.22,6653.0,1848.0,1822.0,1810.0,Nick_13,49.0,49.0,2.0,100.0,1735.0,44.444,53.968,1.587,63.0,51.613,45.161,3.226,62.0,C00,C02,B08,C55,0.167,0.633,0.167,0.274,0.161,0.565,410.0,45.08,18775.0,2312.0,2213.0,2196.0,1,1
sahinsecil,50.0,44.0,6.0,100.0,1489.0,1480-1499,55.556,38.095,6.349,63.0,51.613,41.935,6.452,62.0,B20,B30,B50,B18,0.239,0.552,0.194,0.28,0.64,0.08,598.0,45.3,3155.0,1680.0,1615.0,1608.0,pierrerjbr,49.0,47.0,4.0,100.0,1538.0,46.032,50.794,3.175,63.0,51.613,45.161,3.226,62.0,C53,C45,D90,D85,0.197,0.672,0.131,0.167,0.683,0.15,587.0,45.0,2872.0,1831.0,1781.0,1780.0,-1,1
Tmq58,51.0,46.0,3.0,100.0,1589.0,1580-1599,46.032,50.794,3.175,63.0,51.613,48.387,0.0,62.0,B06,A40,C54,B40,0.361,0.377,0.213,0.274,0.597,0.129,222.0,46.53,5194.0,1792.0,1779.0,1779.0,HIPOSTASIS,51.0,49.0,0.0,100.0,1594.0,45.161,54.839,0.0,62.0,41.27,57.143,1.587,63.0,A02,A45,B10,D30,0.407,0.444,0.111,0.171,0.3,0.5,305.0,45.0,9340.0,2333.0,2216.0,2169.0,-1,1
MP0001,45.0,51.0,4.0,100.0,1599.0,1580-1599,54.839,41.935,3.226,62.0,36.508,60.317,3.175,63.0,C50,B00,A22,B52,0.123,0.754,0.105,0.109,0.578,0.156,544.0,46.61,2175.0,1917.0,1884.0,1880.0,turmwurm1,56.0,37.0,7.0,100.0,1749.0,51.562,45.312,3.125,64.0,50.82,49.18,0.0,61.0,B00,A00,B30,A43,0.062,0.688,0.234,0.271,0.305,0.424,593.0,45.06,13236.0,1964.0,1932.0,1922.0,-1,1
Bodzio1908,49.0,47.0,4.0,100.0,1814.0,1800-1819,49.206,46.032,4.762,63.0,51.613,45.161,3.226,62.0,A40,C42,B00,D02,0.222,0.667,0.079,0.07,0.772,0.158,300.0,45.32,13886.0,2179.0,2127.0,2100.0,comptonscatter1,42.0,57.0,0.0,100.0,1714.0,46.032,52.381,1.587,63.0,40.323,58.065,1.613,62.0,B10,A40,D60,D08,0.37,0.463,0.13,0.101,0.362,0.536,400.0,48.15,5212.0,2020.0,1980.0,1979.0,1,1
Morteza_gholamzadeh,42.0,50.0,8.0,100.0,1255.0,1240-1259,45.312,50.0,4.688,64.0,47.541,49.18,3.279,61.0,D00,A02,A84,A04,0.345,0.362,0.276,0.532,0.0,0.468,278.0,45.12,1393.0,1497.0,1441.0,1422.0,Anandselvasekaran,45.0,54.0,1.0,100.0,1202.0,50.0,48.438,1.562,64.0,45.902,54.098,0.0,61.0,A40,D00,A41,C00,0.217,0.4,0.333,0.172,0.422,0.391,239.0,45.0,6481.0,2323.0,2321.0,2297.0,1,1
troy2002,46.0,51.0,3.0,100.0,1897.0,1880-1899,53.226,41.935,4.839,62.0,47.619,47.619,4.762,63.0,A01,B00,A00,D10,0.127,0.635,0.206,0.161,0.786,0.036,345.0,45.28,14119.0,2190.0,2171.0,2170.0,MrGreenHat,48.0,49.0,3.0,100.0,1885.0,54.688,43.75,1.562,64.0,44.262,50.82,4.918,61.0,C34,B01,B32,D43,0.242,0.565,0.161,0.169,0.424,0.39,438.0,45.24,12658.0,2340.0,2259.0,2222.0,1,1
jashsejal,63.0,31.0,5.0,57.0,1773.0,1760-1779,52.239,38.806,8.955,67.0,51.724,43.103,5.172,58.0,C50,C40,C55,B12,0.246,0.569,0.138,0.706,0.216,0.059,328.0,50.27,306.0,1852.0,1823.0,1815.0,Grandmaster026,57.0,28.0,14.0,21.0,2225.0,55.0,36.667,8.333,60.0,61.538,33.846,4.615,65.0,B22,A40,A25,A00,0.397,0.479,0.123,0.455,0.114,0.432,310.0,96.46,7349.0,2543.0,2477.0,2382.0,-1,1
KaisTekaya,47.0,51.0,2.0,100.0,1458.0,1440-1459,48.438,46.875,4.688,64.0,52.459,40.984,6.557,61.0,C00,A40,A45,A13,0.206,0.54,0.206,0.4,0.364,0.018,306.0,45.68,1123.0,1627.0,1620.0,1612.0,tarasov2,49.0,49.0,2.0,100.0,1454.0,54.839,41.935,3.226,62.0,52.381,46.032,1.587,63.0,B40,C44,C02,B21,0.313,0.507,0.164,0.127,0.618,0.255,346.0,45.05,4707.0,1839.0,1816.0,1815.0,1,1
Fred1001,48.0,48.0,4.0,100.0,1361.0,1360-1379,57.143,41.27,1.587,63.0,43.548,51.613,4.839,62.0,C00,C44,C41,B13,0.254,0.54,0.143,0.207,0.414,0.379,631.0,48.58,3719.0,1567.0,1520.0,1508.0,Bushka2000,0.0,100.0,0.0,6.0,1097.0,0.0,100.0,0.0,4.0,0.0,100.0,0.0,3.0,A40,C00,B15,C20,0.0,0.0,0.0,0.714,0.0,0.286,439.0,199.51,7.0,0.0,0.0,0.0,1,1
Shreyasuvarna3456,32.0,62.0,6.0,100.0,1368.0,1360-1379,40.678,52.542,6.78,59.0,28.788,68.182,3.03,66.0,D00,B01,C56,D01,0.465,0.372,0.093,0.158,0.592,0.132,211.0,72.31,142.0,1924.0,1882.0,1841.0,SharvilB,37.0,58.0,3.0,87.0,1200.0,31.25,65.625,3.125,32.0,48.148,44.444,7.407,27.0,C50,A40,B50,C41,0.348,0.304,0.304,0.485,0.303,0.152,294.0,70.41,59.0,2031.0,1248.0,1186.0,1,1
NoorAzlan83,47.0,50.0,3.0,100.0,1395.0,1380-1399,50.794,47.619,1.587,63.0,40.323,56.452,3.226,62.0,A00,nonStandard,B13,C10,0.368,0.474,0.105,0.215,0.031,0.569,289.0,45.48,2658.0,2235.0,2195.0,2190.0,cmylmz67,49.0,45.0,6.0,100.0,1407.0,45.161,48.387,6.452,62.0,57.143,39.683,3.175,63.0,A00,B01,A30,C20,0.188,0.359,0.422,0.382,0.364,0.218,248.0,45.09,944.0,1502.0,1500.0,1498.0,-1,1
kuliga,52.0,44.0,4.0,100.0,1290.0,1280-1299,37.097,61.29,1.613,62.0,41.27,53.968,4.762,63.0,B10,B12,C00,A00,0.265,0.49,0.224,0.292,0.5,0.194,234.0,45.81,8024.0,1658.0,1623.0,1603.0,Vadim-Merzlikin,56.0,44.0,0.0,75.0,1274.0,42.857,55.556,1.587,63.0,50.0,48.387,1.613,62.0,C40,C50,A02,C34,0.414,0.31,0.224,0.292,0.169,0.492,258.0,49.75,4422.0,1408.0,1403.0,1397.0,1,1
irina1956,39.0,56.0,4.0,100.0,721.0,720-739,33.333,43.056,23.611,72.0,39.623,56.604,3.774,53.0,nonStandard,C50,A06,B00,0.422,0.244,0.244,0.656,0.213,0.131,473.0,45.73,680.0,1112.0,1046.0,1023.0,naji43t,40.0,50.0,10.0,100.0,766.0,50.0,43.75,6.25,64.0,32.787,54.098,13.115,61.0,C20,C42,A03,B10,0.519,0.212,0.231,0.689,0.0,0.295,450.0,45.08,5192.0,1438.0,1436.0,1431.0,1,1
NonSpecific,37.0,56.0,6.0,100.0,1379.0,1360-1379,49.18,49.18,1.639,61.0,29.688,60.938,9.375,64.0,C00,D00,B03,C50,0.163,0.449,0.327,0.159,0.638,0.203,227.0,111.88,2484.0,1744.0,1739.0,1692.0,alitaskinn,44.0,50.0,6.0,100.0,1393.0,40.323,54.839,4.839,62.0,47.619,47.619,4.762,63.0,B01,C02,D20,B06,0.273,0.4,0.327,0.672,0.25,0.016,215.0,45.04,6222.0,1623.0,1608.0,1606.0,-1,1
mattistreubel,66.0,33.0,0.0,9.0,907.0,900-919,52.0,44.0,4.0,25.0,40.741,55.556,3.704,27.0,C20,C42,C00,B10,0.542,0.333,0.083,0.269,0.423,0.192,336.0,169.67,52.0,1128.0,1083.0,1070.0,Halelelelalele,35.0,63.0,2.0,100.0,794.0,50.0,46.875,3.125,64.0,36.066,60.656,3.279,61.0,D00,A40,D02,B06,0.389,0.222,0.333,0.582,0.119,0.284,484.0,117.29,190.0,1001.0,1000.0,950.0,1,1
mn2017,48.0,45.0,7.0,100.0,1698.0,1680-1699,34.375,54.688,10.938,64.0,54.098,40.984,4.918,61.0,A01,B06,A04,B06,0.073,0.673,0.255,0.617,0.35,0.017,349.0,45.11,28106.0,2108.0,2076.0,2041.0,Galbrun,48.0,49.0,3.0,100.0,1685.0,48.438,51.562,0.0,64.0,44.262,54.098,1.639,61.0,A02,B20,D35,A34,0.155,0.431,0.345,0.076,0.364,0.545,454.0,45.04,7301.0,2036.0,2028.0,2024.0,-1,1
Mohsen1785,56.0,43.0,1.0,100.0,1424.0,1420-1439,49.206,46.032,4.762,63.0,48.387,50.0,1.613,62.0,B06,A00,B20,C00,0.213,0.656,0.082,0.467,0.433,0.033,475.0,45.85,1184.0,1860.0,1820.0,1803.0,fordo70,49.0,47.0,4.0,100.0,1488.0,50.769,46.154,3.077,65.0,43.333,51.667,5.0,60.0,B10,B12,C41,E20,0.305,0.525,0.136,0.393,0.541,0.049,400.0,45.04,288.0,1571.0,1566.0,1541.0,-1,1
HumbertoFederico,57.0,38.0,4.0,100.0,1577.0,1560-1579,53.968,44.444,1.587,63.0,46.774,46.774,6.452,62.0,B10,B12,B15,C47,0.238,0.603,0.143,0.14,0.526,0.333,600.0,45.01,3564.0,2009.0,1874.0,1851.0,razjwiu,51.0,45.0,4.0,100.0,1642.0,57.812,40.625,1.562,64.0,44.262,47.541,8.197,61.0,C44,B32,C40,B34,0.25,0.641,0.094,0.127,0.836,0.0,433.0,45.14,11803.0,1832.0,1832.0,1830.0,-1,1
draugite,42.0,51.0,7.0,100.0,1747.0,1740-1759,41.27,53.968,4.762,63.0,41.935,50.0,8.065,62.0,A01,B02,B01,A00,0.327,0.442,0.173,0.2,0.615,0.185,392.0,45.09,2584.0,1839.0,1793.0,1791.0,Diazale,50.0,47.0,3.0,100.0,1785.0,41.935,53.226,4.839,62.0,60.317,39.683,0.0,63.0,B01,D00,A10,A45,0.219,0.594,0.172,0.155,0.534,0.276,404.0,45.22,376.0,1993.0,1963.0,1928.0,1,1
Donirapapa,50.0,45.0,5.0,100.0,1584.0,1580-1599,51.667,43.333,5.0,60.0,44.615,50.769,4.615,65.0,A40,B01,A04,C46,0.183,0.483,0.3,0.712,0.203,0.068,359.0,45.23,8421.0,2014.0,1942.0,1935.0,Bipin_304,48.0,51.0,1.0,100.0,1562.0,48.387,48.387,3.226,62.0,39.683,58.73,1.587,63.0,C50,C44,C45,B90,0.273,0.491,0.2,0.239,0.478,0.239,393.0,45.22,10241.0,1711.0,1708.0,1704.0,-1,1
DrGuerrou,31.0,67.0,2.0,100.0,1527.0,1520-1539,33.333,66.667,0.0,63.0,30.645,64.516,4.839,62.0,C00,C50,C16,B45,0.35,0.325,0.225,0.037,0.024,0.878,329.0,50.86,560.0,2067.0,2035.0,2032.0,SleepyDogz,36.0,57.0,6.0,100.0,1534.0,46.774,48.387,4.839,62.0,28.571,66.667,4.762,63.0,C23,C24,A01,C26,0.319,0.362,0.298,0.444,0.486,0.069,260.0,67.57,1391.0,2205.0,2162.0,2138.0,-1,1
Garking,56.0,42.0,1.0,100.0,1288.0,1280-1299,56.25,42.188,1.562,64.0,44.262,50.82,4.918,61.0,A40,C00,D04,B12,0.524,0.254,0.222,0.5,0.155,0.31,279.0,45.06,6963.0,2110.0,1939.0,1925.0,moritzbendelmeza,54.0,43.0,3.0,100.0,1261.0,51.613,48.387,0.0,62.0,57.143,38.095,4.762,63.0,C42,C20,A43,D20,0.456,0.309,0.176,0.167,0.13,0.611,250.0,45.04,3607.0,1907.0,1783.0,1716.0,1,1
QuentinSAV,38.0,51.0,11.0,100.0,2012.0,2000-2019,48.387,41.935,9.677,62.0,44.444,53.968,1.587,63.0,C42,B12,B32,E92,0.138,0.534,0.31,0.4,0.483,0.117,401.0,45.28,12581.0,2256.0,2213.0,2206.0,Alex_Splash,55.0,43.0,2.0,100.0,2107.0,59.375,37.5,3.125,64.0,40.984,52.459,6.557,61.0,C01,C47,A50,A58,0.127,0.508,0.333,0.143,0.804,0.054,403.0,60.26,258.0,2221.0,2186.0,2171.0,1,1
Benzid15,52.0,46.0,2.0,100.0,1521.0,1520-1539,52.381,41.27,6.349,63.0,53.226,43.548,3.226,62.0,C00,C42,B13,B17,0.167,0.576,0.182,0.075,0.566,0.34,619.0,45.0,1648.0,1734.0,1719.0,1693.0,jreoliveira,48.0,42.0,10.0,100.0,1509.0,41.935,46.774,11.29,62.0,46.032,44.444,9.524,63.0,C50,D00,C45,B40,0.182,0.655,0.109,0.175,0.561,0.246,548.0,45.04,9706.0,1627.0,1627.0,1622.0,-1,1
thousandmutinies,49.0,47.0,4.0,100.0,1143.0,1140-1159,50.0,46.774,3.226,62.0,42.857,53.968,3.175,63.0,B00,D20,A04,A06,0.293,0.379,0.293,0.317,0.476,0.175,232.0,45.57,415.0,1333.0,1302.0,1291.0,coffeeorzzZ,46.0,48.0,6.0,100.0,1116.0,44.262,44.262,11.475,61.0,54.688,39.062,6.25,64.0,A00,B01,A04,A45,0.435,0.21,0.306,0.692,0.0,0.308,259.0,45.3,502.0,1621.0,1606.0,1554.0,-1,1
Vecdsiz,68.0,30.0,2.0,100.0,2076.0,2060-2079,69.841,26.984,3.175,63.0,62.903,33.871,3.226,62.0,A10,A15,A39,A03,0.096,0.458,0.434,0.053,0.789,0.158,256.0,93.29,202.0,2253.0,2192.0,2188.0,epartal,48.0,49.0,3.0,100.0,2018.0,53.125,43.75,3.125,64.0,49.18,47.541,3.279,61.0,B50,B01,C47,E81,0.188,0.672,0.109,0.123,0.561,0.316,269.0,48.85,10599.0,2224.0,2212.0,2207.0,1,1
Calaway,52.0,46.0,2.0,100.0,1939.0,1920-1939,44.444,50.794,4.762,63.0,58.065,40.323,1.613,62.0,B50,B21,B00,C64,0.328,0.484,0.188,0.175,0.667,0.158,246.0,45.08,9528.0,2226.0,2221.0,2212.0,khinela,100.0,0.0,0.0,3.0,2057.0,53.226,40.323,6.452,62.0,53.968,41.27,4.762,63.0,C00,C01,A40,A50,0.209,0.537,0.254,0.255,0.373,0.353,273.0,46.02,42155.0,2737.0,2558.0,2558.0,0,1
kingmurro,38.0,57.0,4.0,100.0,1554.0,1540-1559,32.812,65.625,1.562,64.0,42.623,57.377,0.0,61.0,A00,B00,A02,B00,0.319,0.426,0.191,0.143,0.117,0.701,279.0,45.23,4463.0,2173.0,2128.0,2121.0,Ssebattasamuel,52.0,45.0,3.0,100.0,1835.0,57.143,38.095,4.762,63.0,38.71,58.065,3.226,62.0,C00,A40,A80,D04,0.183,0.533,0.283,0.2,0.567,0.233,255.0,45.12,19360.0,2446.0,2429.0,2302.0,-1,1
Crisovsky,41.0,55.0,4.0,100.0,994.0,980-999,44.262,55.738,0.0,61.0,46.875,45.312,7.812,64.0,A00,C44,D04,A07,0.263,0.474,0.228,0.206,0.698,0.079,444.0,52.48,412.0,1345.0,1332.0,1331.0,Sasha966666,53.0,43.0,4.0,100.0,1075.0,56.897,37.931,5.172,58.0,49.254,47.761,2.985,67.0,C50,A40,C42,B10,0.288,0.394,0.258,0.5,0.278,0.13,297.0,45.27,707.0,1371.0,1325.0,1185.0,-1,1
javf86,43.0,54.0,3.0,100.0,1408.0,1400-1419,50.82,39.344,9.836,61.0,50.0,45.312,4.688,64.0,B01,C20,B10,B06,0.206,0.46,0.317,0.226,0.34,0.189,226.0,45.07,5969.0,2026.0,2014.0,2003.0,bobcarlos77,34.0,56.0,9.0,100.0,1333.0,42.623,52.459,4.918,61.0,43.75,46.875,9.375,64.0,C20,A00,B27,C47,0.389,0.333,0.241,0.081,0.516,0.403,259.0,47.49,1047.0,1556.0,1504.0,1502.0,1,1
Manishmanidesai,35.0,59.0,6.0,100.0,728.0,720-739,36.364,60.606,3.03,66.0,37.288,50.847,11.864,59.0,C20,C44,D04,C21,0.391,0.239,0.196,0.429,0.043,0.314,315.0,71.28,546.0,1059.0,1053.0,1052.0,Mesharii,48.0,46.0,6.0,100.0,699.0,55.0,41.667,3.333,60.0,38.462,56.923,4.615,65.0,A00,A40,A43,A10,0.397,0.241,0.241,0.371,0.242,0.274,301.0,45.11,360.0,799.0,797.0,793.0,-1,1
Manishmanidesai,35.0,59.0,6.0,100.0,728.0,720-739,36.364,60.606,3.03,66.0,37.288,50.847,11.864,59.0,C20,C44,D04,C21,0.391,0.239,0.196,0.429,0.043,0.314,315.0,71.28,546.0,1059.0,1053.0,1052.0,Mesharii,48.0,46.0,6.0,100.0,699.0,55.0,41.667,3.333,60.0,38.462,56.923,4.615,65.0,A00,A40,A43,A10,0.397,0.241,0.241,0.371,0.242,0.274,301.0,45.11,360.0,799.0,797.0,793.0,-1,1
