user_op,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_blitz_rating,op_white_win_rate,op_white_lose_rate,op_white_draw_rate,op_white_game_count,op_black_win_rate,op_black_lose_rate,op_black_draw_rate,op_black_game_count,op_top_eco,op_second_eco,op_top_winrate_eco,op_second_winrate_eco,op_mate_winrate,op_resign_winrate,op_time_winrate,op_mate_lossrate,op_resign_lossrate,op_time_lossrate,op_average_game_len,op_user_rating_deviation,op_blitz_total_games,op_best_win_1,op_best_win_2,op_best_win_3
Ostap_19,100.0,0.0,0.0,3.0,862.0,0.0,100.0,0.0,2.0,25.0,75.0,0.0,4.0,B00,C45,C45,C20,0.0,1.0,0.0,0.4,0.2,0.0,225.0,191.45,6.0,0.0,0.0,0.0
maia1,58.0,41.0,0.0,51.0,1363.0,72.0,22.0,6.0,50.0,49.333,45.333,5.333,75.0,B01,C50,A00,C42,0.178,0.616,0.205,1.0,0.0,0.0,226.0,45.0,662627.0,2596.0,2549.0,2478.0
Anatoly_Kalashnikov,70.0,20.0,10.0,30.0,2055.0,60.938,31.25,7.812,64.0,44.262,49.18,6.557,61.0,B40,A40,A40,D59,0.167,0.53,0.303,0.3,0.7,0.0,225.0,94.27,12492.0,2205.0,2173.0,2168.0
jurojuro,51.0,37.0,12.0,100.0,2252.0,57.143,30.159,12.698,63.0,45.161,41.935,12.903,62.0,D02,B29,A82,A16,0.188,0.5,0.312,0.089,0.867,0.044,242.0,45.03,30626.0,2526.0,2504.0,2503.0
Alexandr2202,65.0,28.0,7.0,100.0,1134.0,60.0,35.0,5.0,60.0,64.615,32.308,3.077,65.0,C50,D00,D00,B06,0.308,0.346,0.256,0.738,0.262,0.0,318.0,158.16,731.0,0.0,0.0,0.0
Tolstikov_Arseny16,30.0,67.0,3.0,100.0,809.0,38.095,61.905,0.0,21.0,25.926,70.37,3.704,27.0,D02,A40,B00,C65,0.4,0.533,0.067,0.312,0.375,0.031,266.0,84.49,48.0,844.0,824.0,718.0
angel-2210,34.0,56.0,8.0,69.0,1810.0,33.333,59.259,7.407,54.0,29.577,64.789,5.634,71.0,B15,B13,C66,B51,0.282,0.513,0.154,0.282,0.628,0.064,298.0,61.61,274.0,2265.0,2206.0,2131.0
mitchell1959,40.0,51.0,9.0,100.0,2281.0,53.125,37.5,9.375,64.0,37.705,45.902,16.393,61.0,B12,D02,E90,E99,0.105,0.614,0.281,0.173,0.673,0.154,422.0,45.09,2468.0,2449.0,2422.0,2416.0
Svojasg,47.0,50.0,3.0,100.0,1500.0,66.667,0.0,33.333,3.0,0.0,0.0,0.0,0.0,nonStandard,,nonStandard,,1.0,0.0,0.0,0.0,0.0,0.0,323.0,500.0,3.0,0.0,0.0,0.0
Inspiregod,48.0,52.0,0.0,100.0,1303.0,54.839,45.161,0.0,62.0,39.683,60.317,0.0,63.0,B01,C00,B07,C31,0.475,0.288,0.203,0.333,0.136,0.515,238.0,45.05,10030.0,1523.0,1500.0,1495.0
amarant,54.0,42.0,4.0,100.0,1648.0,53.226,43.548,3.226,62.0,50.794,46.032,3.175,63.0,D00,A40,A13,D01,0.2,0.508,0.246,0.411,0.357,0.214,419.0,51.05,43789.0,2430.0,2326.0,2277.0
Zzzazza,46.0,52.0,2.0,100.0,1744.0,45.902,52.459,1.639,61.0,46.875,51.562,1.562,64.0,B00,C50,A38,B09,0.259,0.5,0.224,0.215,0.708,0.077,220.0,45.03,5360.0,1937.0,1920.0,1899.0
JBengoa,47.0,48.0,5.0,100.0,2094.0,41.935,53.226,4.839,62.0,53.968,46.032,0.0,63.0,B01,A40,A82,C40,0.267,0.517,0.2,0.29,0.581,0.129,226.0,45.03,92186.0,2471.0,2469.0,2417.0
gokayalp,45.0,50.0,5.0,100.0,1288.0,45.902,50.82,3.279,61.0,48.438,46.875,4.688,64.0,A00,C00,B40,B20,0.22,0.39,0.373,0.377,0.361,0.262,248.0,45.06,10692.0,1502.0,1491.0,1482.0
gdebuhr,45.0,46.0,9.0,100.0,1978.0,49.206,42.857,7.937,63.0,51.613,41.935,6.452,62.0,B01,A40,A03,B22,0.143,0.603,0.222,0.057,0.849,0.094,205.0,45.07,13925.0,2258.0,2224.0,2214.0
And-rew,60.0,40.0,0.0,15.0,1365.0,50.0,44.828,5.172,116.0,33.333,66.667,0.0,9.0,D00,A40,A46,A80,0.377,0.475,0.082,0.31,0.362,0.328,526.0,147.46,459.0,1499.0,1499.0,1497.0
Joevick,46.0,50.0,4.0,100.0,2071.0,48.387,46.774,4.839,62.0,55.556,42.857,1.587,63.0,C00,A04,A43,D35,0.092,0.646,0.262,0.25,0.5,0.25,425.0,45.28,21936.0,2446.0,2439.0,2434.0
Abdellahelmaknasy,43.0,54.0,3.0,100.0,1544.0,34.375,62.5,3.125,64.0,42.623,55.738,1.639,61.0,B30,A10,A02,A25,0.271,0.5,0.208,0.568,0.297,0.108,344.0,46.63,6053.0,2216.0,2129.0,2125.0
Sixtotulio64,55.0,40.0,5.0,100.0,1987.0,60.317,34.921,4.762,63.0,53.226,46.774,0.0,62.0,B01,D02,D01,nonStandard,0.296,0.38,0.282,0.235,0.471,0.294,407.0,45.18,9529.0,2273.0,2266.0,2244.0
cubyskater,34.0,57.0,8.0,100.0,1360.0,49.153,38.983,11.864,59.0,34.848,60.606,4.545,66.0,D02,A80,C00,A43,0.404,0.327,0.212,0.667,0.222,0.079,313.0,53.66,569.0,2150.0,2129.0,1997.0
drnajibweyal,46.0,50.0,4.0,100.0,1081.0,53.226,41.935,4.839,62.0,41.27,57.143,1.587,63.0,C20,C40,B06,A04,0.288,0.288,0.39,0.548,0.0,0.387,247.0,45.11,4911.0,1711.0,1545.0,1543.0
Guray26,42.0,55.0,3.0,100.0,951.0,45.0,53.333,1.667,60.0,36.923,60.0,3.077,65.0,C50,C40,C48,B40,0.412,0.353,0.196,0.155,0.718,0.113,215.0,45.08,2790.0,1399.0,1372.0,1365.0
hatef1382,44.0,55.0,1.0,100.0,1035.0,48.333,50.0,1.667,60.0,43.077,56.923,0.0,65.0,C00,C02,C47,D02,0.298,0.456,0.193,0.209,0.672,0.015,283.0,61.98,255.0,1298.0,1278.0,1227.0
ArtDebut,27.0,71.0,2.0,100.0,1900.0,32.787,62.295,4.918,61.0,25.0,73.438,1.562,64.0,B30,E76,A16,A84,0.083,0.694,0.222,0.082,0.882,0.0,509.0,86.01,6941.0,2034.0,2031.0,2030.0
emanchu78,27.0,68.0,4.0,66.0,1025.0,53.125,42.188,4.688,64.0,49.18,49.18,1.639,61.0,C00,C02,C61,C54,0.219,0.531,0.25,0.246,0.737,0.018,338.0,49.87,2090.0,1328.0,1204.0,1185.0
arre90,66.0,16.0,16.0,18.0,2099.0,54.054,40.541,5.405,37.0,50.0,38.235,11.765,34.0,C45,B13,B10,B03,0.243,0.541,0.216,0.179,0.679,0.143,465.0,127.67,71.0,2172.0,2162.0,2150.0
bassamnaji,53.0,43.0,4.0,100.0,2069.0,46.875,51.562,1.562,64.0,45.902,50.82,3.279,61.0,A09,B02,B90,E12,0.172,0.638,0.19,0.297,0.578,0.125,373.0,45.04,49617.0,2406.0,2388.0,2379.0
Piper123,55.0,39.0,6.0,100.0,1967.0,50.82,44.262,4.918,61.0,54.688,37.5,7.812,64.0,C00,A40,D91,C07,0.167,0.682,0.121,0.098,0.824,0.039,375.0,45.13,2027.0,2088.0,2063.0,2036.0
antichess365,48.0,49.0,3.0,100.0,1815.0,52.459,44.262,3.279,61.0,59.375,35.938,4.688,64.0,B01,D00,B43,B54,0.214,0.586,0.171,0.2,0.2,0.6,265.0,45.06,5928.0,2028.0,1961.0,1951.0
bulldox,43.0,54.0,3.0,100.0,1405.0,38.71,58.065,3.226,62.0,46.032,49.206,4.762,63.0,B00,C50,C64,E70,0.453,0.415,0.132,0.343,0.0,0.657,457.0,45.22,8889.0,1610.0,1602.0,1586.0
keyvgang,0.0,100.0,0.0,3.0,1154.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,2.0,A00,C77,A00,C77,0.0,0.0,0.0,0.667,0.333,0.0,525.0,227.1,3.0,0.0,0.0,0.0
Pudgina,48.0,49.0,3.0,100.0,1883.0,40.984,55.738,3.279,61.0,51.562,45.312,3.125,64.0,C00,B22,A04,A41,0.172,0.69,0.121,0.19,0.651,0.159,429.0,45.03,942.0,2167.0,2144.0,2118.0
Chessman0023,53.0,42.0,5.0,100.0,1509.0,45.238,45.238,9.524,42.0,48.78,43.902,7.317,41.0,D00,C50,B33,C24,0.308,0.487,0.205,0.568,0.297,0.135,326.0,58.25,83.0,1542.0,1524.0,1523.0
Mohammed_Shalaby,45.0,50.0,4.0,72.0,1071.0,43.103,51.724,5.172,58.0,49.254,46.269,4.478,67.0,A04,B06,C30,C60,0.431,0.5,0.052,0.443,0.426,0.049,303.0,95.05,126.0,1246.0,1176.0,1092.0
RajaBasak786,54.0,44.0,2.0,100.0,1165.0,54.839,45.161,0.0,62.0,50.794,46.032,3.175,63.0,B01,C48,A00,D02,0.288,0.515,0.197,0.246,0.491,0.193,330.0,45.21,2656.0,1549.0,1280.0,1257.0
afe66SS,28.0,71.0,0.0,21.0,1848.0,47.458,50.847,1.695,59.0,50.0,46.97,3.03,66.0,B00,A40,C40,B94,0.311,0.426,0.23,0.098,0.738,0.164,207.0,46.33,461.0,1948.0,1946.0,1923.0
PFaure,52.0,44.0,4.0,100.0,1862.0,59.375,37.5,3.125,64.0,50.82,44.262,4.918,61.0,B40,B21,C41,A80,0.217,0.507,0.232,0.216,0.51,0.275,402.0,59.02,1021.0,1948.0,1940.0,1907.0
moon_er,55.0,40.0,3.0,54.0,1757.0,64.583,29.167,6.25,48.0,52.0,44.0,4.0,50.0,A40,D00,C26,A20,0.404,0.404,0.193,0.111,0.611,0.278,272.0,45.08,123.0,1844.0,1813.0,1812.0
NyangaTerence,0.0,75.0,25.0,12.0,1031.0,45.283,47.17,7.547,53.0,36.585,58.537,4.878,41.0,A00,D02,D31,B02,0.256,0.231,0.308,0.306,0.286,0.347,573.0,55.38,94.0,1218.0,1154.0,1154.0
literabit4477,50.0,46.0,4.0,100.0,1604.0,46.667,50.0,3.333,60.0,44.615,52.308,3.077,65.0,C44,B10,C49,C24,0.07,0.807,0.123,0.109,0.844,0.031,437.0,45.04,26771.0,2380.0,1920.0,1918.0
duxi90,49.0,47.0,4.0,100.0,1107.0,51.562,45.312,3.125,64.0,45.902,49.18,4.918,61.0,C00,C02,C58,B27,0.295,0.475,0.197,0.39,0.373,0.237,561.0,45.0,293.0,1198.0,1182.0,1178.0
sfos5,60.0,35.0,5.0,100.0,1305.0,71.93,24.561,3.509,57.0,61.765,35.294,2.941,68.0,B01,D20,C26,D10,0.434,0.398,0.169,0.079,0.605,0.316,397.0,45.33,1826.0,1546.0,1528.0,1524.0
franz1,33.0,57.0,9.0,99.0,1545.0,39.655,53.448,6.897,58.0,44.776,46.269,8.955,67.0,B06,A40,C41,B50,0.226,0.547,0.189,0.161,0.79,0.048,383.0,46.49,2975.0,2052.0,2015.0,1990.0
JennaTollSchwarz,66.0,33.0,0.0,9.0,1345.0,80.392,19.608,0.0,51.0,81.081,13.514,5.405,74.0,A10,A45,A01,D10,0.564,0.277,0.059,0.25,0.7,0.05,276.0,137.92,402.0,1369.0,1273.0,1211.0
Danil_loskov,39.0,59.0,2.0,100.0,1529.0,58.462,32.308,9.231,65.0,45.0,53.333,1.667,60.0,A00,C41,B09,B08,0.277,0.338,0.369,0.604,0.075,0.189,329.0,60.8,228.0,2065.0,1958.0,1927.0
four_times,48.0,47.0,5.0,100.0,1330.0,45.902,50.82,3.279,61.0,46.875,50.0,3.125,64.0,C50,C23,D10,C41,0.276,0.517,0.138,0.349,0.444,0.0,437.0,47.91,5698.0,1807.0,1662.0,1507.0
giocobon,56.0,44.0,0.0,100.0,1564.0,53.731,46.269,0.0,67.0,53.448,46.552,0.0,58.0,A40,D00,E70,C62,0.552,0.254,0.164,0.069,0.155,0.776,314.0,45.06,8499.0,2029.0,2021.0,2017.0
Algaja_1,43.0,50.0,7.0,100.0,1839.0,41.935,51.613,6.452,62.0,46.032,52.381,1.587,63.0,C44,C00,A06,C53,0.309,0.509,0.182,0.092,0.846,0.062,213.0,45.02,28072.0,2395.0,2353.0,2297.0
Soneira,66.0,22.0,11.0,27.0,1259.0,66.667,33.333,0.0,57.0,47.059,50.0,2.941,68.0,B01,D00,B23,C40,0.343,0.429,0.171,0.151,0.528,0.321,232.0,45.38,2081.0,1666.0,1437.0,1412.0
MennanOkan,43.0,53.0,4.0,100.0,1152.0,46.667,50.0,3.333,60.0,47.692,50.769,1.538,65.0,A00,C00,A13,A82,0.322,0.424,0.186,0.27,0.349,0.317,225.0,45.17,2071.0,1544.0,1458.0,1448.0
Rainis,44.0,48.0,8.0,100.0,1591.0,54.688,40.625,4.688,64.0,39.344,50.82,9.836,61.0,B01,C21,A40,B50,0.254,0.525,0.203,0.263,0.544,0.158,286.0,45.05,6306.0,1993.0,1911.0,1906.0
Aboabdulrahman123456,49.0,48.0,3.0,100.0,1270.0,58.333,41.667,0.0,60.0,58.462,38.462,3.077,65.0,C42,C50,C53,B50,0.342,0.411,0.219,0.46,0.46,0.04,320.0,45.03,4618.0,1461.0,1453.0,1452.0
kudaliar81,49.0,48.0,3.0,100.0,1830.0,57.812,39.062,3.125,64.0,47.541,47.541,4.918,61.0,C44,B50,C62,A05,0.288,0.5,0.212,0.222,0.519,0.259,262.0,45.0,29810.0,2246.0,2217.0,2217.0
sprendediser_the_3rd,62.0,32.0,6.0,100.0,2351.0,61.905,38.095,0.0,63.0,43.548,48.387,8.065,62.0,D35,B10,E67,B18,0.106,0.561,0.318,0.074,0.556,0.37,296.0,45.69,2949.0,2531.0,2526.0,2505.0
BobbyQuebec,0.0,100.0,0.0,3.0,1526.0,32.258,61.29,6.452,62.0,46.032,47.619,6.349,63.0,A00,C00,C20,A41,0.265,0.265,0.449,0.368,0.603,0.029,240.0,46.45,447.0,1985.0,1830.0,1813.0
truclinh5bxuanthanh,0.0,100.0,0.0,7.0,1500.0,0.0,100.0,0.0,4.0,0.0,100.0,0.0,3.0,nonStandard,B00,B00,nonStandard,0.0,0.0,0.0,0.0,0.0,1.0,3.0,500.0,0.0,0.0,0.0,0.0
Vilchi,48.0,47.0,5.0,100.0,1733.0,46.032,49.206,4.762,63.0,50.0,45.161,4.839,62.0,C00,C01,E51,A43,0.267,0.483,0.25,0.085,0.729,0.169,346.0,45.03,2074.0,1868.0,1853.0,1840.0
AcaMaty,51.0,43.0,6.0,100.0,1617.0,43.333,48.333,8.333,60.0,44.615,50.769,4.615,65.0,C50,C44,A03,B07,0.218,0.509,0.255,0.145,0.629,0.226,244.0,45.61,4992.0,1826.0,1762.0,1761.0
Steen_24,48.0,49.0,3.0,100.0,1425.0,48.387,51.613,0.0,62.0,52.381,46.032,1.587,63.0,C50,D00,A08,B00,0.317,0.476,0.19,0.18,0.148,0.672,371.0,45.02,5722.0,1629.0,1628.0,1627.0
kaya_king_karl,50.0,48.0,2.0,100.0,1655.0,57.812,42.188,0.0,64.0,44.262,50.82,4.918,61.0,D02,A40,E12,D07,0.203,0.484,0.297,0.328,0.638,0.017,224.0,45.04,14249.0,1995.0,1991.0,1966.0
halilcakt,100.0,0.0,0.0,6.0,1277.0,55.932,37.288,6.78,59.0,43.396,47.17,9.434,53.0,D00,C20,C30,C61,0.286,0.446,0.25,0.489,0.34,0.085,278.0,54.11,112.0,1349.0,1327.0,1326.0
Malacandra,76.0,22.0,2.0,100.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0
Gaspar_CG,24.0,72.0,4.0,100.0,1330.0,32.258,64.516,3.226,62.0,25.397,69.841,4.762,63.0,C50,nonStandard,B28,A00,0.444,0.25,0.194,0.583,0.143,0.048,276.0,48.11,1065.0,2094.0,2075.0,2052.0
temitopee,39.0,55.0,6.0,100.0,1805.0,43.548,48.387,8.065,62.0,44.444,47.619,7.937,63.0,A43,C20,A21,A40,0.109,0.618,0.273,0.333,0.483,0.167,400.0,45.08,12478.0,1970.0,1964.0,1931.0
bossmikella,41.0,56.0,2.0,100.0,1733.0,38.71,58.065,3.226,62.0,36.508,57.143,6.349,63.0,C50,B23,D01,D04,0.404,0.404,0.191,0.306,0.389,0.292,251.0,45.08,1705.0,2223.0,2194.0,2190.0
NaytiVyhkod,34.0,62.0,4.0,100.0,1722.0,44.444,55.556,0.0,63.0,29.032,64.516,6.452,62.0,C44,B23,C41,B95,0.261,0.609,0.065,0.08,0.467,0.427,336.0,53.23,207.0,1944.0,1893.0,1891.0
vlh,65.0,28.0,7.0,100.0,1951.0,63.492,28.571,7.937,63.0,46.774,43.548,9.677,62.0,C00,A40,D07,D37,0.145,0.536,0.304,0.244,0.644,0.089,249.0,93.92,6020.0,2032.0,1973.0,1969.0
vimpostor,53.0,43.0,4.0,100.0,1317.0,54.688,42.188,3.125,64.0,45.902,52.459,1.639,61.0,A40,D20,E60,D01,0.222,0.46,0.286,0.576,0.153,0.271,267.0,45.01,2086.0,1402.0,1392.0,1382.0
Poppete,100.0,0.0,0.0,6.0,1827.0,56.14,40.351,3.509,57.0,48.529,50.0,1.471,68.0,C50,B30,B12,B21,0.169,0.631,0.169,0.263,0.632,0.088,323.0,90.12,5373.0,1943.0,1919.0,1873.0
Mitrofanov1954,44.0,51.0,5.0,100.0,1564.0,45.161,46.774,8.065,62.0,46.032,50.794,3.175,63.0,B30,A40,D02,B45,0.193,0.456,0.316,0.328,0.426,0.23,263.0,45.33,34520.0,2029.0,2018.0,2009.0
PotluckHaigh99,30.0,70.0,0.0,60.0,1008.0,53.968,46.032,0.0,63.0,41.935,53.226,4.839,62.0,C50,C20,A02,A05,0.483,0.317,0.15,0.113,0.79,0.097,315.0,51.28,1119.0,1169.0,1154.0,1154.0
MarcoeSabrina,33.0,57.0,9.0,100.0,858.0,40.0,53.333,6.667,60.0,33.846,58.462,7.692,65.0,C20,C41,C43,B02,0.239,0.37,0.37,0.443,0.214,0.3,346.0,45.36,1042.0,1106.0,1082.0,1069.0
THEREALWATCHER61,52.0,47.0,1.0,100.0,1385.0,38.71,61.29,0.0,62.0,46.032,53.968,0.0,63.0,C20,C41,A04,C25,0.472,0.434,0.038,0.028,0.083,0.889,284.0,45.15,5267.0,1575.0,1564.0,1558.0
Elwero7,56.0,41.0,2.0,100.0,1468.0,45.161,51.613,3.226,62.0,39.683,58.73,1.587,63.0,C50,A00,C30,A46,0.226,0.491,0.226,0.116,0.449,0.29,370.0,45.51,7576.0,1839.0,1830.0,1814.0
Chessbeginner2019,49.0,48.0,3.0,100.0,1509.0,46.774,51.613,1.613,62.0,41.27,55.556,3.175,63.0,C00,C41,D20,A46,0.273,0.4,0.291,0.627,0.343,0.03,369.0,45.03,7933.0,1735.0,1731.0,1703.0
Wtfnewby,54.0,40.0,6.0,100.0,1223.0,60.938,29.688,9.375,64.0,45.902,52.459,1.639,61.0,C50,B12,B18,C77,0.224,0.567,0.194,0.235,0.667,0.078,308.0,45.17,2733.0,1456.0,1389.0,1384.0
ZOHHAN,43.0,54.0,3.0,100.0,1665.0,47.458,50.847,1.695,59.0,45.455,54.545,0.0,66.0,B00,B07,A46,A10,0.155,0.534,0.276,0.061,0.758,0.182,338.0,45.24,6406.0,1954.0,1953.0,1947.0
Goldekapp,42.0,51.0,7.0,100.0,1623.0,41.935,46.774,11.29,62.0,44.444,52.381,3.175,63.0,C57,C54,B21,B10,0.148,0.593,0.222,0.177,0.484,0.339,659.0,46.2,2234.0,1953.0,1937.0,1934.0
eavr,54.0,43.0,3.0,100.0,1638.0,43.548,46.774,9.677,62.0,49.206,49.206,1.587,63.0,A00,B10,A02,A01,0.224,0.31,0.414,0.6,0.0,0.333,273.0,45.02,39080.0,1816.0,1813.0,1800.0
Sadykov_Arthur,44.0,51.0,5.0,100.0,1540.0,40.323,50.0,9.677,62.0,49.206,42.857,7.937,63.0,B00,A00,E90,B07,0.161,0.5,0.304,0.241,0.638,0.121,231.0,45.84,2281.0,1706.0,1682.0,1658.0
erdalsarac,50.0,48.0,2.0,100.0,1059.0,53.125,43.75,3.125,64.0,44.262,54.098,1.639,61.0,C20,B00,B30,A45,0.377,0.361,0.213,0.23,0.361,0.41,213.0,45.17,24595.0,1465.0,1449.0,1370.0
mnmassari,46.0,45.0,9.0,100.0,2091.0,57.377,40.984,1.639,61.0,42.188,46.875,10.938,64.0,C00,A40,D12,D11,0.226,0.484,0.29,0.091,0.582,0.273,266.0,45.0,22755.0,2552.0,2548.0,2498.0
I_lose_in_poly_time,42.0,56.0,2.0,100.0,1535.0,57.895,38.596,3.509,57.0,39.706,57.353,2.941,68.0,B10,B13,D07,B30,0.2,0.583,0.217,0.393,0.607,0.0,470.0,53.26,229.0,1650.0,1625.0,1621.0
yabanarisi,41.0,56.0,3.0,100.0,1299.0,56.25,42.188,1.562,64.0,37.705,60.656,1.639,61.0,C20,C40,C29,C34,0.271,0.525,0.186,0.219,0.703,0.078,429.0,45.13,32063.0,2221.0,2039.0,2026.0
tangerinerains,45.0,54.0,1.0,100.0,1659.0,48.333,51.667,0.0,60.0,43.077,55.385,1.538,65.0,B01,B50,C77,A30,0.316,0.509,0.158,0.269,0.478,0.254,281.0,45.02,11274.0,2307.0,2140.0,2112.0
georgiades,53.0,40.0,7.0,100.0,1739.0,53.226,38.71,8.065,62.0,47.619,47.619,4.762,63.0,B21,A43,D00,C02,0.27,0.571,0.159,0.167,0.537,0.278,377.0,45.03,20299.0,2079.0,2070.0,2067.0
Jakup0605,50.0,45.0,5.0,100.0,1900.0,49.206,47.619,3.175,63.0,38.71,59.677,1.613,62.0,B01,C25,D50,D30,0.327,0.545,0.109,0.269,0.687,0.03,347.0,45.04,34176.0,2182.0,2114.0,2096.0
talshyn_05,52.0,38.0,10.0,100.0,1274.0,40.323,48.387,11.29,62.0,38.095,50.794,11.111,63.0,C00,A00,C48,A80,0.327,0.367,0.306,0.855,0.032,0.097,240.0,45.22,8543.0,2078.0,2000.0,1834.0
WilburWr,49.0,48.0,3.0,100.0,1701.0,45.902,50.82,3.279,61.0,40.625,56.25,3.125,64.0,B00,C00,B21,C23,0.315,0.481,0.167,0.164,0.388,0.328,392.0,45.01,4481.0,1804.0,1788.0,1786.0
nene25,40.0,55.0,5.0,100.0,1719.0,50.0,38.71,11.29,62.0,44.444,50.794,4.762,63.0,B01,A40,C42,A22,0.271,0.559,0.136,0.143,0.429,0.429,249.0,46.2,1484.0,1840.0,1812.0,1812.0
imbirik,42.0,52.0,6.0,100.0,1536.0,57.143,36.508,6.349,63.0,46.774,45.161,8.065,62.0,C44,C00,C02,C22,0.185,0.6,0.2,0.235,0.275,0.451,257.0,45.03,14769.0,1747.0,1744.0,1731.0
CasinelliG,50.0,50.0,0.0,12.0,1755.0,40.984,54.098,4.918,61.0,48.438,51.562,0.0,64.0,B12,B10,A00,A50,0.179,0.625,0.196,0.348,0.561,0.091,393.0,87.21,2638.0,1838.0,1828.0,1818.0
TomasLima,43.0,56.0,1.0,100.0,1901.0,47.619,52.381,0.0,63.0,43.548,56.452,0.0,62.0,B21,A43,C60,C46,0.211,0.561,0.228,0.074,0.529,0.397,369.0,45.0,14468.0,2236.0,2216.0,2206.0
secondario,63.0,30.0,7.0,100.0,1859.0,69.697,27.273,3.03,66.0,62.712,28.814,8.475,59.0,A01,B30,B23,E20,0.289,0.59,0.108,0.143,0.514,0.314,417.0,47.5,1879.0,1953.0,1945.0,1935.0
AkshayGoyal,46.0,46.0,8.0,100.0,2031.0,44.444,44.444,11.111,63.0,41.935,45.161,12.903,62.0,C25,C29,E70,B02,0.111,0.611,0.259,0.054,0.875,0.054,328.0,45.21,12176.0,2191.0,2185.0,2177.0
Aym2nz,55.0,44.0,1.0,100.0,1513.0,59.677,40.323,0.0,62.0,53.968,42.857,3.175,63.0,C50,A40,D30,C41,0.296,0.451,0.183,0.25,0.327,0.365,237.0,45.03,3870.0,1759.0,1758.0,1755.0
Akaponi,49.0,46.0,5.0,100.0,1443.0,49.231,46.154,4.615,65.0,51.667,43.333,5.0,60.0,C20,C44,D50,A06,0.429,0.302,0.27,0.196,0.607,0.196,235.0,,,,,
idealnks,43.0,51.0,6.0,100.0,1161.0,48.438,45.312,6.25,64.0,42.623,50.82,6.557,61.0,A00,C00,A01,A04,0.281,0.474,0.193,0.183,0.767,0.033,303.0,,,,,
Tran_kha_di12,33.0,66.0,0.0,18.0,1275.0,27.273,63.636,9.091,22.0,26.667,73.333,0.0,15.0,C50,D00,D07,C45,0.2,0.4,0.2,0.12,0.8,0.08,308.0,86.15,37.0,1466.0,1416.0,1397.0
HetMax,51.0,48.0,1.0,100.0,1522.0,45.455,51.515,3.03,66.0,52.542,44.068,3.39,59.0,B10,B12,A30,C49,0.393,0.426,0.148,0.083,0.583,0.333,244.0,45.1,882.0,1684.0,1677.0,1672.0
sluckij,56.0,40.0,3.0,100.0,1830.0,49.206,47.619,3.175,63.0,58.065,38.71,3.226,62.0,C00,B22,A00,A40,0.254,0.478,0.254,0.148,0.815,0.037,354.0,47.33,5707.0,1968.0,1967.0,1956.0
KonstantinovMax,47.0,51.0,2.0,100.0,1683.0,52.308,43.077,4.615,65.0,41.667,55.0,3.333,60.0,B13,A40,D43,D52,0.237,0.542,0.22,0.344,0.393,0.23,362.0,45.79,1700.0,1824.0,1809.0,1806.0
Sualk78,55.0,40.0,5.0,100.0,1700.0,55.556,39.683,4.762,63.0,46.774,48.387,4.839,62.0,C41,C21,C20,C00,0.266,0.5,0.203,0.218,0.564,0.2,383.0,45.46,14101.0,1860.0,1859.0,1838.0
queen1806,30.0,70.0,0.0,30.0,1273.0,37.097,56.452,6.452,62.0,50.794,47.619,1.587,63.0,C00,C02,A46,A06,0.218,0.564,0.145,0.185,0.431,0.092,225.0,63.03,181.0,1502.0,1498.0,1438.0
okeanos01,56.0,41.0,3.0,100.0,1603.0,41.935,50.0,8.065,62.0,49.206,47.619,3.175,63.0,B50,A40,B30,A01,0.333,0.351,0.316,0.23,0.721,0.049,214.0,45.35,1612.0,1727.0,1696.0,1680.0
ChrisTreborn,46.0,50.0,4.0,100.0,1522.0,60.317,38.095,1.587,63.0,38.71,56.452,4.839,62.0,C30,C34,C02,C33,0.581,0.145,0.242,0.356,0.186,0.254,256.0,45.23,3202.0,1844.0,1799.0,1783.0
ArtSchach83,52.0,44.0,4.0,100.0,1409.0,51.613,41.935,6.452,62.0,53.968,46.032,0.0,63.0,D00,A40,C30,C25,0.485,0.409,0.106,0.2,0.545,0.218,329.0,45.2,6522.0,1681.0,1658.0,1619.0
Axel_Matt22,51.0,47.0,2.0,100.0,1813.0,49.206,47.619,3.175,63.0,43.548,50.0,6.452,62.0,C50,A40,A01,B27,0.155,0.603,0.19,0.23,0.672,0.098,358.0,45.19,10842.0,1955.0,1952.0,1944.0
Karaman_36,44.0,50.0,6.0,100.0,1528.0,51.613,43.548,4.839,62.0,38.095,58.73,3.175,63.0,C50,D00,A40,A00,0.411,0.304,0.232,0.406,0.281,0.281,242.0,45.03,11079.0,1727.0,1709.0,1702.0
aslkfjhsajkf213,42.0,50.0,7.0,42.0,1281.0,50.0,45.238,4.762,42.0,33.333,62.222,4.444,45.0,B01,C22,C25,B23,0.5,0.278,0.194,0.234,0.511,0.213,310.0,98.55,87.0,1513.0,1442.0,1420.0
MiParKonUITo,0.0,100.0,0.0,3.0,1466.0,48.387,51.613,0.0,62.0,46.032,53.968,0.0,63.0,B10,A10,A36,A04,0.203,0.559,0.22,0.106,0.773,0.121,327.0,52.05,3485.0,1540.0,1537.0,1530.0
