user_op,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len
Ayaanshsgambit,-1,50.0,46.0,3.0,90.0,46.154,53.846,0.0,13.0,62.5,37.5,0.0,8.0,C40,A06,C41,D00,0.455,0.545,0.0,0.5,0.4,0.1,221.0
adranovs,1,0.0,0.0,0.0,0.0,50.0,50.0,0.0,2.0,100.0,0.0,0.0,1.0,C46,C50,C46,C50,0.0,1.0,0.0,0.0,1.0,0.0,628.0
dovahkhiiin,1,43.0,53.0,4.0,100.0,50.0,45.312,4.688,64.0,40.984,54.098,4.918,61.0,D00,C46,A04,C77,0.316,0.561,0.123,0.306,0.661,0.032,354.0
bahadircevikel,-1,48.0,46.0,6.0,100.0,47.458,47.458,5.085,59.0,37.879,60.606,1.515,66.0,C50,C44,C33,C68,0.434,0.415,0.094,0.103,0.75,0.132,432.0
MYMChessAnay,-1,67.0,28.0,5.0,100.0,50.769,40.0,9.231,65.0,53.333,36.667,10.0,60.0,C50,A00,C10,B14,0.508,0.4,0.046,0.188,0.562,0.167,335.0
xShadowkittyy,-1,45.0,52.0,3.0,100.0,54.688,42.188,3.125,64.0,45.902,49.18,4.918,61.0,B10,C50,C11,A04,0.365,0.556,0.079,0.158,0.649,0.018,221.0
adrianserene,-1,47.0,45.0,8.0,100.0,40.58,55.072,4.348,69.0,48.214,48.214,3.571,56.0,B10,A40,B15,E71,0.145,0.655,0.182,0.077,0.923,0.0,515.0
casto,-1,0.0,0.0,0.0,0.0,58.065,30.645,11.29,62.0,55.556,31.746,12.698,63.0,B33,E73,B26,A21,0.127,0.662,0.197,0.051,0.59,0.333,443.0
Milko007,1,51.0,47.0,2.0,100.0,51.562,46.875,1.562,64.0,49.18,45.902,4.918,61.0,A00,B06,A43,C47,0.27,0.556,0.159,0.069,0.741,0.172,539.0
vinchess19,1,0.0,0.0,0.0,0.0,37.5,60.938,1.562,64.0,36.066,60.656,3.279,61.0,C40,C44,C46,C00,0.391,0.217,0.283,0.303,0.013,0.684,379.0
BS8,-1,0.0,0.0,0.0,0.0,61.905,34.921,3.175,63.0,45.161,43.548,11.29,62.0,B01,D00,D02,C41,0.119,0.522,0.358,0.878,0.082,0.041,292.0
gduran001,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A45,,A45,,1.0,0.0,0.0,0.0,0.0,0.0,439.0
Belaisa12,-1,41.0,55.0,4.0,100.0,39.344,59.016,1.639,61.0,40.625,53.125,6.25,64.0,B50,D00,B32,B23,0.26,0.64,0.08,0.114,0.657,0.157,368.0
YassirSabiri,1,42.0,56.0,2.0,100.0,43.548,50.0,6.452,62.0,46.032,53.968,0.0,63.0,C42,A40,C25,D30,0.446,0.357,0.179,0.308,0.615,0.031,489.0
mildwinter,-1,56.0,37.0,7.0,100.0,63.793,32.759,3.448,58.0,53.226,38.71,8.065,62.0,B10,A40,B06,C55,0.257,0.5,0.157,0.116,0.721,0.163,294.0
celyu,-1,40.0,50.0,10.0,100.0,36.508,53.968,9.524,63.0,40.323,51.613,8.065,62.0,B01,C50,C55,D20,0.146,0.521,0.271,0.303,0.379,0.212,252.0
jpainousm,-1,50.0,50.0,0.0,18.0,57.143,42.857,0.0,21.0,34.615,50.0,15.385,26.0,C50,B01,D05,C41,0.143,0.667,0.143,0.545,0.409,0.045,377.0
GoatLover23,-1,54.0,46.0,0.0,100.0,52.308,44.615,3.077,65.0,46.667,53.333,0.0,60.0,C40,B01,D02,A40,0.452,0.306,0.097,0.131,0.049,0.738,381.0
DasIstWalter,-1,42.0,42.0,14.0,21.0,42.188,51.562,6.25,64.0,52.459,40.984,6.557,61.0,B13,D02,E91,D30,0.186,0.644,0.153,0.19,0.483,0.31,374.0
anislailal,-1,50.0,48.0,2.0,100.0,46.875,51.562,1.562,64.0,52.459,45.902,1.639,61.0,A40,A43,C77,C24,0.339,0.468,0.161,0.18,0.459,0.279,236.0
BadgerKing,-1,47.0,51.0,2.0,100.0,40.323,54.839,4.839,62.0,53.968,44.444,1.587,63.0,B06,C50,C47,A10,0.22,0.542,0.203,0.516,0.452,0.032,333.0
Roberta_P89,-1,22.0,77.0,0.0,54.0,55.556,42.857,1.587,63.0,48.387,50.0,1.613,62.0,A00,B06,B20,B10,0.508,0.215,0.246,0.741,0.224,0.017,345.0
lefort74,1,39.0,49.0,12.0,100.0,46.032,44.444,9.524,63.0,38.71,48.387,12.903,62.0,A43,B01,B50,C57,0.151,0.585,0.245,0.017,0.828,0.155,397.0
munindra,-1,46.0,48.0,6.0,100.0,50.794,46.032,3.175,63.0,43.548,48.387,8.065,62.0,C41,C44,C47,C20,0.305,0.525,0.169,0.153,0.441,0.339,482.0
veggiemiller,-1,51.0,46.0,3.0,100.0,63.333,33.333,3.333,60.0,40.0,60.0,0.0,65.0,B00,D01,D02,A43,0.406,0.406,0.188,0.102,0.797,0.034,201.0
BricoShopping,1,0.0,0.0,0.0,0.0,37.5,57.143,5.357,56.0,34.783,57.971,7.246,69.0,nonStandard,C44,A65,C40,0.289,0.578,0.067,0.25,0.264,0.486,362.0
Spartak5555,-1,41.0,57.0,1.0,100.0,40.323,58.065,1.613,62.0,44.444,53.968,1.587,63.0,C50,B01,B23,A35,0.226,0.528,0.208,0.229,0.471,0.2,348.0
adzkiya,-1,50.0,50.0,0.0,100.0,52.459,42.623,4.918,61.0,40.625,57.812,1.562,64.0,C20,C41,C24,A04,0.397,0.241,0.345,0.349,0.127,0.524,277.0
Vladimir6911,1,51.0,45.0,4.0,100.0,57.812,39.062,3.125,64.0,42.623,52.459,4.918,61.0,C41,C50,C34,C00,0.19,0.571,0.159,0.263,0.351,0.386,516.0
ottoxott,1,35.0,56.0,8.0,100.0,45.455,50.0,4.545,66.0,45.763,47.458,6.78,59.0,B50,B21,C58,A00,0.333,0.491,0.158,0.131,0.508,0.361,584.0
julioc931,-1,56.0,42.0,1.0,100.0,71.429,28.571,0.0,63.0,41.935,56.452,1.613,62.0,B01,C23,C57,C01,0.211,0.634,0.127,0.113,0.642,0.075,295.0
einBierbesserzwei,-1,49.0,47.0,4.0,100.0,49.231,43.077,7.692,65.0,48.333,48.333,3.333,60.0,B01,C20,C23,C22,0.328,0.508,0.164,0.316,0.649,0.0,451.0
IKV2000,1,0.0,0.0,0.0,0.0,46.667,53.333,0.0,30.0,38.462,57.692,3.846,26.0,A40,A43,D31,D04,0.458,0.458,0.042,0.194,0.516,0.29,479.0
BWV846-869,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artur12356,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,A45,,A45,,0.0,0.0,0.0,1.0,0.0,0.0,372.0
Minatelli,1,47.0,48.0,5.0,100.0,45.161,45.161,9.677,62.0,57.143,39.683,3.175,63.0,D00,B10,A01,B15,0.188,0.547,0.266,0.151,0.792,0.019,295.0
CheerUp19,-1,56.0,42.0,2.0,100.0,45.161,53.226,1.613,62.0,50.794,44.444,4.762,63.0,D02,A40,A25,C46,0.333,0.35,0.3,0.18,0.639,0.131,228.0
Eva2017Eva,1,0.0,100.0,0.0,3.0,60.938,25.0,14.062,64.0,52.459,29.508,18.033,61.0,D02,A46,D06,A09,0.296,0.465,0.141,0.5,0.294,0.088,224.0
El2kVictor,-1,53.0,39.0,8.0,100.0,47.619,42.857,9.524,63.0,48.387,43.548,8.065,62.0,B90,C01,A13,E10,0.267,0.6,0.133,0.074,0.519,0.407,423.0
bkalqenaei,1,46.0,52.0,2.0,100.0,54.688,43.75,1.562,64.0,39.344,55.738,4.918,61.0,C50,B13,C46,B08,0.153,0.61,0.169,0.145,0.742,0.097,311.0
Fischky,-1,45.0,47.0,8.0,100.0,57.143,38.095,4.762,63.0,43.548,51.613,4.839,62.0,B50,B21,B41,D43,0.095,0.698,0.206,0.161,0.696,0.143,389.0
zamussi,1,43.0,51.0,6.0,100.0,52.381,41.27,6.349,63.0,32.258,62.903,4.839,62.0,C44,D00,B06,B12,0.302,0.491,0.132,0.308,0.446,0.2,336.0
Nandankumarsharma,-1,36.0,63.0,0.0,11.0,33.333,66.667,0.0,6.0,40.0,60.0,0.0,5.0,A00,C56,C50,C47,0.0,0.25,0.75,0.714,0.143,0.0,307.0
Usup_Scc,-1,56.0,39.0,5.0,100.0,56.25,39.062,4.688,64.0,57.377,32.787,9.836,61.0,C50,B01,C20,D35,0.254,0.592,0.141,0.267,0.422,0.267,373.0
kqbnrp,-1,56.0,43.0,1.0,100.0,53.226,43.548,3.226,62.0,57.143,42.857,0.0,63.0,B21,B30,B22,B13,0.333,0.406,0.261,0.093,0.315,0.593,284.0
jofrey2024,-1,55.0,35.0,10.0,100.0,60.317,36.508,3.175,63.0,45.161,40.323,14.516,62.0,D00,C01,C47,B12,0.348,0.364,0.273,0.729,0.0,0.25,291.0
JrAbuanIII,-1,56.0,43.0,1.0,100.0,56.452,41.935,1.613,62.0,47.619,52.381,0.0,63.0,B30,B20,C50,C41,0.262,0.615,0.108,0.051,0.864,0.068,300.0
Ryanhart93,-1,38.0,60.0,2.0,100.0,51.613,46.774,1.613,62.0,33.333,65.079,1.587,63.0,B01,D00,A40,C30,0.264,0.566,0.151,0.129,0.686,0.171,215.0
arvey,-1,47.0,48.0,5.0,100.0,53.226,45.161,1.613,62.0,39.683,52.381,7.937,63.0,D02,A04,D32,C23,0.19,0.569,0.224,0.328,0.574,0.098,524.0
PabloFrancavilla,1,46.0,47.0,7.0,100.0,42.623,50.82,6.557,61.0,50.0,43.75,6.25,64.0,C41,C50,C02,C45,0.241,0.621,0.103,0.322,0.458,0.153,584.0
Noe6374993,-1,0.0,0.0,0.0,0.0,60.714,35.714,3.571,56.0,47.826,43.478,8.696,69.0,B20,B50,B93,C41,0.284,0.388,0.313,0.38,0.4,0.22,269.0
amrdonya,0,0.0,0.0,0.0,0.0,53.125,40.625,6.25,64.0,52.459,39.344,8.197,61.0,B22,B07,C25,C57,0.136,0.712,0.152,0.18,0.72,0.1,376.0
SaschaP,0,32.0,62.0,6.0,100.0,48.438,45.312,6.25,64.0,44.262,50.82,4.918,61.0,C00,A40,A04,B13,0.121,0.362,0.5,0.65,0.267,0.067,249.0
Tramin,-1,0.0,0.0,0.0,0.0,33.333,46.667,20.0,15.0,9.091,81.818,9.091,11.0,A40,D00,C26,C25,0.333,0.167,0.333,0.375,0.5,0.062,353.0
Qlimax,0,53.0,41.0,6.0,100.0,54.098,37.705,8.197,61.0,46.875,50.0,3.125,64.0,D00,A40,D03,C25,0.254,0.587,0.127,0.109,0.818,0.073,530.0
Eyangsuro,-1,44.0,52.0,4.0,100.0,53.968,41.27,4.762,63.0,40.323,54.839,4.839,62.0,B10,B00,B02,B08,0.136,0.593,0.271,0.2,0.55,0.233,419.0
papillon1,-1,0.0,0.0,0.0,0.0,61.29,38.71,0.0,31.0,55.556,44.444,0.0,27.0,D02,A40,A00,A43,0.294,0.441,0.206,0.125,0.5,0.375,240.0
ShockDan,-1,54.0,46.0,0.0,100.0,56.923,40.0,3.077,65.0,56.667,43.333,0.0,60.0,C42,C50,B21,C57,0.211,0.535,0.197,0.212,0.423,0.269,560.0
e_BOLT,1,0.0,0.0,0.0,0.0,54.688,40.625,4.688,64.0,62.295,31.148,6.557,61.0,C30,B00,C62,D11,0.37,0.247,0.342,0.4,0.356,0.178,262.0
Juan230216,1,52.0,45.0,3.0,100.0,52.459,45.902,1.639,61.0,50.0,43.75,6.25,64.0,A40,D00,D02,A00,0.359,0.359,0.281,0.321,0.393,0.286,259.0
anikendra,1,0.0,0.0,0.0,0.0,57.576,37.879,4.545,66.0,50.847,45.763,3.39,59.0,B20,C50,B23,B13,0.25,0.5,0.206,0.115,0.692,0.115,476.0
YavuzT77,-1,45.0,51.0,4.0,100.0,45.161,50.0,4.839,62.0,57.143,41.27,1.587,63.0,C00,D00,B10,C01,0.422,0.344,0.234,0.491,0.421,0.088,401.0
Dmitrii68,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudeshdevlekar,-1,43.0,54.0,3.0,100.0,55.932,40.678,3.39,59.0,40.909,56.061,3.03,66.0,A40,C29,B32,C21,0.217,0.6,0.133,0.098,0.623,0.262,520.0
Luke2005,-1,44.0,53.0,3.0,100.0,43.077,56.923,0.0,65.0,43.333,51.667,5.0,60.0,B23,B10,B12,B07,0.222,0.407,0.37,0.265,0.588,0.132,270.0
IlnurIsm,-1,0.0,0.0,0.0,0.0,20.0,70.0,10.0,10.0,33.333,66.667,0.0,9.0,B01,B30,D39,D00,0.0,0.8,0.2,0.077,0.538,0.385,363.0
Amishadai,1,19.0,78.0,3.0,100.0,23.438,73.438,3.125,64.0,21.311,73.77,4.918,61.0,A40,D02,E10,A00,0.321,0.321,0.286,0.663,0.196,0.098,286.0
BU70-VG,-1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.0,0.0,0.0,0.0,0.0,B20,C00,B20,C00,0.0,0.0,0.0,1.0,0.0,0.0,272.0
wtchyamouf,-1,53.0,44.0,3.0,100.0,54.839,40.323,4.839,62.0,44.444,55.556,0.0,63.0,C23,B20,B00,B32,0.29,0.403,0.258,0.167,0.383,0.367,593.0
DrunkPolo,1,65.0,31.0,4.0,100.0,60.0,40.0,0.0,5.0,75.0,25.0,0.0,4.0,B12,B10,B12,C02,0.667,0.167,0.167,0.0,0.667,0.0,333.0
sam_mwaura,-1,54.0,44.0,2.0,100.0,51.613,48.387,0.0,62.0,55.556,41.27,3.175,63.0,B20,B21,A52,A07,0.299,0.313,0.328,0.196,0.411,0.286,329.0
Shrief1Shata,-1,48.0,48.0,4.0,100.0,42.188,54.688,3.125,64.0,54.098,40.984,4.918,61.0,B02,A10,D01,A02,0.217,0.583,0.183,0.017,0.667,0.2,326.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sdavaisa,-1,48.0,48.0,4.0,100.0,48.387,46.774,4.839,62.0,61.905,33.333,4.762,63.0,C50,D00,D30,C24,0.203,0.71,0.043,0.08,0.48,0.4,550.0
dlabtot,1,43.0,52.0,5.0,100.0,43.75,53.125,3.125,64.0,39.344,57.377,3.279,61.0,C44,B40,B07,B43,0.288,0.615,0.096,0.058,0.942,0.0,288.0
RockinHard5,-1,0.0,0.0,0.0,0.0,70.339,25.424,4.237,118.0,71.429,28.571,0.0,7.0,B20,C00,C40,D00,0.182,0.75,0.045,0.5,0.344,0.156,592.0
Usmanhalim,-1,55.0,44.0,0.0,27.0,57.143,38.095,4.762,63.0,43.548,51.613,4.839,62.0,C00,B10,C46,A40,0.333,0.524,0.127,0.375,0.536,0.089,269.0
undoneduly,-1,39.0,59.0,2.0,100.0,35.385,60.0,4.615,65.0,41.667,55.0,3.333,60.0,D01,B40,B23,B15,0.146,0.667,0.146,0.083,0.708,0.208,245.0
satatardy,-1,0.0,0.0,0.0,0.0,49.18,49.18,1.639,61.0,43.75,53.125,3.125,64.0,B01,D02,A43,A46,0.155,0.638,0.155,0.359,0.594,0.016,311.0
koala122,1,43.0,50.0,7.0,100.0,44.444,47.619,7.937,63.0,27.419,62.903,9.677,62.0,A01,A00,D48,A37,0.178,0.533,0.289,0.232,0.667,0.101,277.0
AliGebik,1,41.0,54.0,5.0,100.0,21.875,73.438,4.688,64.0,32.787,67.213,0.0,61.0,A00,C00,A01,C02,0.706,0.088,0.147,0.045,0.705,0.25,95.0
GreenGhost,-1,54.0,43.0,3.0,100.0,50.0,48.438,1.562,64.0,44.262,52.459,3.279,61.0,B01,B00,A43,B06,0.186,0.475,0.339,0.365,0.587,0.048,432.0
islem_8,-1,59.0,37.0,4.0,100.0,51.562,43.75,4.688,64.0,48.214,50.0,1.786,56.0,A40,B50,E76,E90,0.383,0.417,0.15,0.196,0.571,0.161,235.0
jandelvo,-1,53.0,44.0,3.0,100.0,54.839,43.548,1.613,62.0,49.206,44.444,6.349,63.0,D01,D00,D05,C02,0.2,0.6,0.2,0.091,0.273,0.636,434.0
Rightao,1,52.0,38.0,10.0,100.0,64.062,29.688,6.25,64.0,39.344,50.82,9.836,61.0,A00,C50,A02,D86,0.2,0.523,0.277,0.46,0.36,0.18,261.0
egorovli,1,49.0,51.0,0.0,100.0,45.161,54.839,0.0,62.0,41.27,55.556,3.175,63.0,A40,C42,A01,A02,0.407,0.389,0.204,0.362,0.232,0.406,254.0
longimayorga,-1,49.0,50.0,1.0,100.0,59.016,39.344,1.639,61.0,45.312,53.125,1.562,64.0,B20,C23,C42,C28,0.231,0.523,0.231,0.172,0.638,0.19,238.0
Samarth200,1,50.0,33.0,17.0,100.0,47.826,30.435,21.739,69.0,55.357,32.143,12.5,56.0,nonStandard,C21,B06,A16,0.344,0.391,0.203,0.179,0.538,0.282,311.0
Gnospo,-1,100.0,0.0,0.0,9.0,53.03,42.424,4.545,66.0,50.847,47.458,1.695,59.0,B01,A00,C40,A01,0.354,0.385,0.2,0.232,0.643,0.107,204.0
chechoooooooo,-1,33.0,66.0,0.0,9.0,33.333,63.333,3.333,60.0,40.0,58.462,1.538,65.0,C20,D00,A46,A28,0.478,0.217,0.217,0.382,0.461,0.145,452.0
erten8,0,54.0,40.0,6.0,100.0,40.0,52.308,7.692,65.0,60.0,35.0,5.0,60.0,D00,C20,A22,A45,0.194,0.355,0.435,0.855,0.127,0.018,391.0
tammam1111,1,47.0,49.0,4.0,100.0,42.188,51.562,6.25,64.0,47.541,42.623,9.836,61.0,C50,A00,B00,D43,0.429,0.321,0.196,0.288,0.441,0.169,357.0
hid77,1,60.0,39.0,1.0,100.0,62.903,35.484,1.613,62.0,42.857,57.143,0.0,63.0,B01,C50,B51,C40,0.273,0.47,0.227,0.31,0.552,0.138,248.0
Anston0011,-1,44.0,56.0,0.0,100.0,39.024,56.098,4.878,41.0,48.571,48.571,2.857,35.0,C50,C46,nonStandard,C60,0.364,0.273,0.212,0.475,0.325,0.175,258.0
oguzcakaloz,-1,41.0,56.0,3.0,100.0,42.623,50.82,6.557,61.0,40.625,59.375,0.0,64.0,B21,C30,A00,C29,0.25,0.712,0.019,0.072,0.275,0.652,403.0
sadovene,1,48.0,43.0,9.0,100.0,46.032,49.206,4.762,63.0,48.387,43.548,8.065,62.0,B27,E01,E70,A09,0.136,0.593,0.271,0.241,0.5,0.241,270.0
Spectatee,-1,0.0,0.0,0.0,0.0,62.5,37.5,0.0,8.0,66.667,22.222,11.111,9.0,A40,D00,C00,D31,0.636,0.091,0.273,0.0,0.8,0.2,285.0
ciocolat,1,45.0,47.0,8.0,100.0,40.323,50.0,9.677,62.0,50.794,41.27,7.937,63.0,B02,B03,B31,B10,0.088,0.474,0.421,0.123,0.825,0.053,211.0
aleks0722,1,53.0,46.0,1.0,100.0,54.545,45.455,0.0,66.0,50.847,45.763,3.39,59.0,B21,C30,C51,A02,0.167,0.667,0.136,0.07,0.456,0.474,430.0
RonaldNoynay,-1,43.0,56.0,1.0,100.0,45.161,53.226,1.613,62.0,42.857,53.968,3.175,63.0,B01,C00,A56,D06,0.273,0.455,0.273,0.269,0.418,0.313,262.0
ppa63,-1,45.0,51.0,4.0,100.0,42.188,53.125,4.688,64.0,39.344,55.738,4.918,61.0,A40,B40,D20,A00,0.255,0.431,0.255,0.206,0.529,0.265,395.0
teofrezcotablas,1,46.0,43.0,11.0,100.0,46.774,35.484,17.742,62.0,50.794,41.27,7.937,63.0,A04,A06,C52,C89,0.115,0.656,0.197,0.083,0.833,0.083,257.0
Avrelii_August,-1,48.0,47.0,5.0,100.0,48.387,48.387,3.226,62.0,55.556,38.095,6.349,63.0,B10,B12,C47,B02,0.2,0.585,0.185,0.13,0.722,0.093,551.0
Proton_2,-1,63.0,34.0,3.0,100.0,81.356,16.949,1.695,59.0,62.121,36.364,1.515,66.0,A04,B15,A07,B13,0.258,0.663,0.079,0.0,0.5,0.382,374.0
yapenguin,-1,48.0,48.0,4.0,100.0,44.444,50.794,4.762,63.0,45.161,53.226,1.613,62.0,D30,B43,A46,A31,0.143,0.607,0.25,0.108,0.415,0.477,422.0
melamet,1,43.0,55.0,2.0,100.0,42.623,55.738,1.639,61.0,40.625,54.688,4.688,64.0,A40,C50,C25,B28,0.192,0.481,0.308,0.304,0.478,0.159,234.0
victordconqueror,-1,0.0,0.0,0.0,0.0,56.667,36.667,6.667,60.0,55.385,41.538,3.077,65.0,D02,D00,A10,A21,0.286,0.457,0.257,0.429,0.347,0.224,267.0
jose_61,-1,50.0,49.0,1.0,100.0,57.143,39.683,3.175,63.0,41.935,58.065,0.0,62.0,A40,C50,C41,C46,0.194,0.565,0.21,0.18,0.361,0.443,411.0
DSeveryukhin78,1,0.0,0.0,0.0,0.0,54.839,41.935,3.226,62.0,38.095,55.556,6.349,63.0,C50,C44,A40,C48,0.293,0.448,0.207,0.23,0.672,0.066,344.0
milanesaconpapas12,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lebedevav,-1,52.0,41.0,7.0,100.0,47.541,49.18,3.279,61.0,54.688,35.938,9.375,64.0,B30,B20,C57,B57,0.266,0.438,0.219,0.038,0.415,0.547,439.0
MrLegilimens,1,45.0,40.0,15.0,100.0,47.761,40.299,11.94,67.0,41.379,44.828,13.793,58.0,B32,D10,A90,D14,0.036,0.661,0.304,0.0,0.83,0.17,359.0
Manox87,1,54.0,43.0,3.0,100.0,52.459,44.262,3.279,61.0,60.938,37.5,1.562,64.0,D00,D02,C54,C30,0.268,0.465,0.211,0.235,0.765,0.0,418.0
Very_Big_Peter,0,46.0,54.0,0.0,100.0,53.333,43.333,3.333,60.0,44.615,49.231,6.154,65.0,A00,B01,D02,D30,0.426,0.279,0.148,0.793,0.0,0.086,341.0
valette,1,46.0,50.0,4.0,100.0,44.444,53.968,1.587,63.0,50.0,40.323,9.677,62.0,B01,C44,B00,D30,0.22,0.627,0.102,0.102,0.847,0.051,475.0
StewY0013,-1,53.0,42.0,5.0,100.0,57.812,37.5,4.688,64.0,42.623,49.18,8.197,61.0,D00,A40,B07,A13,0.302,0.413,0.238,0.593,0.37,0.037,201.0
Chesscal,1,0.0,0.0,0.0,0.0,43.478,56.522,0.0,23.0,46.154,53.846,0.0,26.0,B01,D00,C26,C41,0.273,0.591,0.136,0.222,0.667,0.111,213.0
Scooopy,-1,40.0,60.0,0.0,15.0,20.0,80.0,0.0,5.0,50.0,50.0,0.0,4.0,C44,C50,A50,C24,0.667,0.0,0.333,0.5,0.5,0.0,419.0
DayvanCowboy,-1,39.0,55.0,6.0,100.0,36.508,53.968,9.524,63.0,50.0,45.161,4.839,62.0,B17,B15,B40,B02,0.167,0.63,0.185,0.113,0.839,0.032,220.0
G-MEC,-1,52.0,43.0,5.0,100.0,48.387,46.774,4.839,62.0,57.143,39.683,3.175,63.0,A00,B06,C23,C62,0.288,0.439,0.242,0.556,0.204,0.241,399.0
jaimeonofrelopez,1,0.0,0.0,0.0,0.0,55.738,40.984,3.279,61.0,45.312,54.688,0.0,64.0,C00,C50,D02,C34,0.27,0.571,0.143,0.067,0.55,0.383,531.0
Imperadorrr,1,39.0,56.0,5.0,100.0,40.984,54.098,4.918,61.0,40.625,56.25,3.125,64.0,B00,A01,C01,C00,0.392,0.333,0.275,0.319,0.348,0.333,273.0
DNami,-1,47.0,46.0,7.0,100.0,50.82,42.623,6.557,61.0,48.438,43.75,7.812,64.0,C00,C15,A56,C03,0.21,0.371,0.371,0.315,0.333,0.333,264.0
renatosantiago,1,46.0,49.0,5.0,100.0,40.0,55.385,4.615,65.0,51.667,43.333,5.0,60.0,C50,C44,D20,B34,0.14,0.667,0.193,0.032,0.629,0.323,536.0
gandjubas1234,-1,48.0,44.0,8.0,100.0,57.377,34.426,8.197,61.0,48.438,45.312,6.25,64.0,A00,C54,A41,C77,0.136,0.591,0.273,0.16,0.58,0.26,277.0
blairy,-1,50.0,50.0,0.0,12.0,53.968,44.444,1.587,63.0,46.774,51.613,1.613,62.0,B13,B00,A22,A05,0.254,0.429,0.254,0.183,0.517,0.217,233.0
RUS64RUS,1,41.0,55.0,4.0,100.0,44.444,52.381,3.175,63.0,41.935,54.839,3.226,62.0,B03,B02,C34,A11,0.259,0.574,0.13,0.134,0.448,0.373,422.0
Artem_FirsaceX,1,56.0,40.0,4.0,100.0,53.125,40.625,6.25,64.0,52.459,45.902,1.639,61.0,C50,B30,B06,E77,0.242,0.515,0.227,0.426,0.426,0.148,403.0
MostafaOsho,-1,51.0,46.0,3.0,100.0,50.794,44.444,4.762,63.0,50.0,46.774,3.226,62.0,B12,A40,B00,C62,0.254,0.635,0.079,0.754,0.175,0.07,562.0
hopeidontgetbanned,-1,37.0,59.0,4.0,100.0,31.746,63.492,4.762,63.0,41.935,56.452,1.613,62.0,B01,C34,D05,B21,0.326,0.522,0.152,0.173,0.76,0.053,280.0
DUKGAMER56,-1,29.0,66.0,4.0,72.0,50.0,45.652,4.348,46.0,38.462,55.769,5.769,52.0,A40,D20,C00,A43,0.302,0.465,0.233,0.52,0.02,0.46,406.0
RzH966,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamskams1912,1,39.0,56.0,4.0,100.0,57.143,39.683,3.175,63.0,48.387,46.774,4.839,62.0,B00,B07,A43,C42,0.242,0.545,0.167,0.111,0.685,0.204,244.0
pmaximich,-1,0.0,0.0,0.0,0.0,54.386,36.842,8.772,57.0,42.647,50.0,7.353,68.0,C20,A00,A06,A10,0.3,0.267,0.4,0.473,0.491,0.036,225.0
White-Pawn,-1,45.0,53.0,2.0,100.0,53.226,45.161,1.613,62.0,36.508,60.317,3.175,63.0,B30,B21,B10,C10,0.196,0.518,0.268,0.242,0.667,0.076,378.0
Reinaldo_A,0,57.0,36.0,6.0,100.0,54.717,37.736,7.547,53.0,52.727,43.636,3.636,55.0,D02,C50,C68,C62,0.69,0.224,0.034,0.205,0.705,0.045,340.0
Dr_Mustafa2024,0,38.0,57.0,4.0,92.0,32.653,61.224,6.122,49.0,45.652,52.174,2.174,46.0,C47,C44,C68,A40,0.324,0.514,0.081,0.704,0.167,0.093,505.0
TRONz,-1,52.0,46.0,2.0,100.0,57.377,40.984,1.639,61.0,42.188,51.562,6.25,64.0,D00,C42,D06,C29,0.242,0.5,0.194,0.086,0.828,0.086,322.0
Dimasrestu,1,0.0,0.0,0.0,0.0,43.284,49.254,7.463,67.0,60.345,36.207,3.448,58.0,C41,B20,A01,A85,0.266,0.5,0.203,0.259,0.111,0.5,287.0
VoxBlunder,-1,53.0,47.0,0.0,100.0,52.381,46.032,1.587,63.0,48.387,48.387,3.226,62.0,B00,B20,B02,A43,0.524,0.349,0.111,0.051,0.797,0.153,155.0
chessinthailand,1,0.0,0.0,0.0,0.0,62.5,37.5,0.0,8.0,25.0,75.0,0.0,8.0,A40,C44,C21,C20,0.0,0.857,0.143,0.0,1.0,0.0,154.0
